t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,turns
70542,0.0,3908,0,51,128,1482,0
71816,0.0,3908,0,51,128,1482,0
73063,0.0,3908,0,51,128,1482,0
74306,0.0,3908,0,51,128,1481,0
75542,0.0,3908,0,51,128,1482,0
76816,0.0,3909,0,51,128,1481,0
78063,0.0,3908,0,51,128,1481,0
79306,0.0,3908,0,51,128,1481,0
80542,0.0,3909,0,51,128,1481,0
81816,0.0,3909,0,51,128,1483,0
83063,0.0,3909,0,51,128,1481,0
84306,0.0,3908,0,51,128,1480,0
85542,0.0,3908,0,51,128,1482,0
86816,0.0,3908,0,51,128,1481,0
88063,0.0,3908,0,51,128,1481,0
89306,0.0,3909,0,51,128,1481,0
90542,0.0,3908,0,51,128,1482,0
91816,0.0,3908,0,51,128,1481,0
93063,0.0,3908,0,51,128,1480,0
94306,0.0,3908,0,51,128,1481,0
95542,0.0,3909,0,51,128,1482,0
96816,0.0,3908,0,51,128,1480,0
98063,0.0,3908,0,51,128,1482,0
99306,0.0,3908,0,51,128,1481,0
100542,0.0,3909,0,51,128,1483,0
101816,0.0,3908,0,51,128,1481,0
103063,0.0,3909,0,51,128,1480,0
104306,0.0,3908,0,51,128,1482,0
105542,0.0,3908,0,51,128,1482,0
106816,0.0,3908,0,51,128,1481,0
108063,0.0,3908,0,51,128,1481,0
109306,0.0,3909,0,51,128,1482,0
110542,0.0,3908,0,51,128,1481,0
111816,0.0,3908,0,51,128,1482,0
113063,0.0,3909,0,51,128,1481,0
114306,0.0,3908,0,51,128,1480,0
115542,0.0,3908,0,51,128,1481,0
116816,0.0,3909,0,51,128,1482,0
118063,0.0,3908,0,51,128,1481,0
119306,0.0,3908,0,51,128,1481,0
120542,0.0,3909,0,51,128,1481,0
121816,0.0,3908,0,51,128,1481,0
123063,0.0,3908,0,51,128,1481,0
124306,0.0,3908,0,51,128,1482,0
125542,0.0,3909,0,51,128,1483,0
126816,0.0,3908,0,51,128,1481,0
128063,0.0,3908,0,51,128,1481,0
129306,0.0,3908,0,51,128,1482,0
130542,0.0,3908,0,51,128,1481,0
131816,0.0,3908,0,51,128,1481,0
133063,0.0,3908,0,51,128,1481,0
134306,0.0,3908,0,51,128,1481,0
135542,0.0,3908,0,51,128,1482,0
136816,0.0,3908,0,51,128,1481,0
138063,0.0,3908,0,51,128,1482,0
139306,0.0,3909,0,51,128,1482,0
140542,0.0,3908,0,51,128,1481,0
141816,0.0,3908,0,51,128,1481,0
143063,0.0,3908,0,51,128,1482,0
144306,0.0,3908,0,51,128,1481,0
145542,0.0,3908,0,51,128,1481,0
146816,0.0,3909,0,51,128,1481,0
148063,0.0,3908,0,51,128,1482,0
149306,0.0,3908,0,51,128,1481,0
150542,0.0,3908,0,51,128,1482,0
151816,0.0,3908,0,51,128,1480,0
153063,0.0,3909,0,51,128,1482,0
154306,0.0,3909,0,51,128,1480,0
155542,0.0,3908,0,51,128,1481,0
156816,0.0,3909,0,51,128,1481,0
158063,0.0,3908,0,51,128,1483,0
159306,0.0,3909,0,51,128,1481,0
160542,0.0,3908,0,51,128,1480,0
161816,0.0,3908,0,51,128,1482,0
163063,0.0,3908,0,51,128,1481,0
164306,0.0,3908,0,51,128,1482,0
165542,0.0,3908,0,51,128,1480,0
166816,0.0,3908,0,51,128,1482,0
168063,0.0,3908,0,51,128,1481,0
169306,0.0,3908,0,51,128,1481,0
170542,0.0,3909,0,51,128,1482,0
171816,0.0,3908,0,51,128,1481,0
173063,0.0,3908,0,51,128,1482,0
174306,0.0,3908,0,51,128,1481,0
175542,0.0,3909,0,51,128,1481,0
176816,0.0,3908,0,51,128,1480,0
178063,0.0,3908,0,51,128,1481,0
179306,0.0,3908,0,51,128,1481,0
180542,0.0,3908,0,51,128,1480,0
181816,0.0,3908,0,51,128,1482,0
183063,0.0,3909,0,51,128,1481,0
184306,0.0,3908,0,51,128,1482,0
185542,0.0,3909,0,51,128,1481,0
186816,0.0,3908,0,51,128,1480,0
188063,0.0,3909,0,51,128,1482,0
189306,0.0,3908,0,51,128,1481,0
190542,0.0,3908,0,51,128,1481,0
191816,0.0,3909,0,51,128,1482,0
193063,0.0,3908,0,51,128,1480,0
194306,0.0,3908,0,51,128,1483,0
195542,0.0,3909,0,51,128,1481,0
196816,0.0,3908,0,51,128,1481,0
198063,0.0,3908,0,51,128,1483,0
199306,0.0,3908,0,51,128,1481,0
200542,0.0,3908,0,51,128,1480,0
201816,0.0,3908,0,51,128,1481,0
203063,0.0,3908,0,51,128,1481,0
204306,0.0,3908,0,51,128,1481,0
205542,0.0,3908,0,51,128,1481,0
206816,0.0,3908,0,51,128,1480,0
208063,0.0,3909,0,51,128,1482,0
209306,0.0,3908,0,51,128,1482,0
210542,0.0,3908,0,51,128,1480,0
211816,0.0,3909,0,51,128,1481,0
213063,0.0,3909,0,51,128,1482,0
214306,0.0,3908,0,51,128,1482,0
215542,0.0,3908,0,51,128,1481,0
216816,0.0,3908,0,51,128,1481,0
218063,0.0,3908,0,51,128,1481,0
219306,0.0,3908,0,51,128,1481,0
220542,0.0,3908,0,51,128,1481,0
221816,0.0,3908,0,51,128,1481,0
223063,0.0,3908,0,51,128,1482,0
224306,0.0,3908,0,51,128,1481,0
225542,0.0,3908,0,51,128,1482,0
226816,0.0,3908,0,51,128,1483,0
228063,0.0,3908,0,51,128,1481,0
229306,0.0,3908,0,51,128,1480,0
230542,0.0,3908,0,51,128,1482,0
231816,0.0,3909,0,51,128,1482,0
233063,0.0,3909,0,51,128,1481,0
234306,0.0,3908,0,51,128,1482,0
235542,0.0,3908,0,51,128,1482,0
236816,0.0,3908,0,51,128,1482,0
238063,0.0,3908,0,51,128,1481,0
239306,0.0,3908,0,51,128,1482,0
240542,0.0,3908,0,51,128,1482,0
241816,0.0,3908,0,51,128,1482,0
243063,0.0,3908,0,51,128,1481,0
244306,0.0,3908,0,51,128,1481,0
245542,0.0,3908,0,51,128,1481,0
246816,0.0,3908,0,51,128,1482,0
248063,0.0,3908,0,51,128,1482,0
249306,0.0,3908,0,51,128,1482,0
250542,0.0,3908,0,51,128,1481,0
251816,0.0,3908,0,51,128,1482,0
253063,0.0,3909,0,51,128,1481,0
254306,0.0,3908,0,51,128,1481,0
255542,0.0,3908,0,51,128,1481,0
256816,0.0,3908,0,51,128,1483,0
258063,0.0,3908,0,51,128,1481,0
259306,0.0,3908,0,51,128,1481,0
260542,0.0,3908,0,51,128,1483,0
261816,0.0,3908,0,51,128,1481,0
263063,0.0,3909,0,51,128,1480,0
264306,0.0,3908,0,51,128,1481,0
265542,0.0,3909,0,51,128,1482,0
266816,0.0,3909,0,51,128,1481,0
268063,0.0,3908,0,51,128,1482,0
269306,0.0,3909,0,51,128,1482,0
270542,0.0,3908,0,51,128,1482,0
271816,0.0,3909,0,51,128,1483,0
273063,0.0,3908,0,51,128,1481,0
274306,0.0,3909,0,51,128,1482,0
275542,0.0,3909,0,51,128,1482,0
276816,0.0,3909,0,51,128,1482,0
278063,0.0,3908,0,51,128,1481,0
279306,0.0,3908,0,51,128,1482,0
280542,0.0,3909,0,51,128,1482,0
281816,0.0,3908,0,51,128,1481,0
283063,0.0,3908,0,51,128,1482,0
284306,0.0,3909,0,51,128,1481,0
285542,0.0,3909,0,51,128,1482,0
286816,0.0,3908,0,51,128,1481,0
288063,0.0,3908,0,51,128,1483,0
289306,0.0,3908,0,51,128,1482,0
290542,0.0,3908,0,51,128,1482,0
291816,0.0,3908,0,51,128,1483,0
293063,0.0,3908,0,51,128,1481,0
294306,0.0,3908,0,51,128,1483,0
295542,0.0,3908,0,51,128,1481,0
296816,0.0,3908,0,51,128,1481,0
298063,0.0,3908,0,51,128,1482,0
299306,0.0,3908,0,51,128,1480,0
300542,0.0,3908,0,51,128,1481,0
301816,0.0,3908,0,51,128,1482,0
303063,0.0,3908,0,51,128,1481,0
304306,0.0,3908,0,51,128,1482,0
305542,0.0,3908,0,51,128,1482,0
306816,0.0,3908,0,51,128,1482,0
308063,0.0,3909,0,51,128,1480,0
309306,0.0,3908,0,51,128,1481,0
310542,0.0,3908,0,51,128,1481,0
311816,0.0,3909,0,51,128,1481,0
313063,0.0,3908,0,51,128,1482,0
314306,0.0,3908,0,51,128,1481,0
315542,0.0,3908,0,51,128,1482,0
316816,0.0,3908,0,51,128,1482,0
318063,0.0,3908,0,51,128,1480,0
319306,0.0,3908,0,51,128,1482,0
320542,0.0,3908,0,51,128,1482,0
321816,0.0,3908,0,51,128,1481,0
323063,0.0,3908,0,51,128,1481,0
324306,0.0,3908,0,51,128,1482,0
325542,0.0,3908,0,51,128,1480,0
326816,0.0,3908,0,51,128,1482,0
328063,0.0,3908,0,51,128,1481,0
329306,0.0,3909,0,51,128,1481,0
330542,0.0,3908,0,51,128,1482,0
331816,0.0,3908,0,51,128,1482,0
333063,0.0,3908,0,51,128,1483,0
334306,0.0,3908,0,51,128,1481,0
335542,0.0,3908,0,51,128,1481,0
336816,0.0,3909,0,51,128,1482,0
338063,0.0,3908,0,51,128,1481,0
339306,0.0,3909,0,51,128,1482,0
340542,0.0,3908,0,51,128,1482,0
341816,0.0,3908,0,51,128,1481,0
343063,0.0,3909,0,51,128,1482,0
344306,0.0,3908,0,51,128,1481,0
345542,0.0,3908,0,51,128,1482,0
346816,0.0,3908,0,51,128,1480,0
348063,0.0,3908,0,51,128,1480,0
349306,0.0,3909,0,51,128,1482,0
350542,0.0,3908,0,51,128,1481,0
351816,0.0,3908,0,51,128,1480,0
353063,0.0,3908,0,51,128,1481,0
354306,0.0,3908,0,51,128,1482,0
355542,0.0,3908,0,51,128,1481,0
356816,0.0,3909,0,51,128,1481,0
358063,0.0,3908,0,51,128,1482,0
359306,0.0,3908,0,51,128,1481,0
360542,0.0,3908,0,51,128,1483,0
361816,0.0,3908,0,51,128,1481,0
363063,0.0,3909,0,51,128,1482,0
364306,0.0,3909,0,51,128,1481,0
365542,0.0,3908,0,51,128,1481,0
366816,0.0,3909,0,51,128,1482,0
368063,0.0,3909,0,51,128,1480,0
369306,0.0,3909,0,51,128,1481,0
370542,0.0,3908,0,51,128,1482,0
371816,0.0,3908,0,51,128,1483,0
373063,0.0,3908,0,51,128,1481,0
374306,0.0,3908,0,51,128,1480,0
375542,0.0,3909,0,51,128,1481,0
376816,0.0,3909,0,51,128,1481,0
378063,0.0,3909,0,51,128,1482,0
379306,0.0,3908,0,51,128,1482,0
380542,0.0,3909,0,51,128,1482,0
381816,0.0,3908,0,51,128,1481,0
383063,0.0,3908,0,51,128,1482,0
384306,0.0,3908,0,51,128,1481,0
385542,0.0,3908,0,51,128,1480,0
386816,0.0,3908,0,51,128,1481,0
388063,0.0,3908,0,51,128,1481,0
389306,0.0,3908,0,51,128,1480,0
390542,0.0,3908,0,51,128,1482,0
391816,0.0,3908,0,51,128,1481,0
393063,0.0,3909,0,51,128,1483,0
394306,0.0,3909,0,51,128,1481,0
395542,0.0,3909,0,51,128,1481,0
396816,0.0,3909,0,51,128,1481,0
398063,0.0,3908,0,51,128,1481,0
399306,0.0,3908,0,51,128,1482,0
400542,0.0,3908,0,51,128,1482,0
401816,0.0,3908,0,51,128,1482,0
403063,0.0,3909,0,51,128,1481,0
404306,0.0,3908,0,51,128,1480,0
405542,0.0,3908,0,51,128,1482,0
406816,0.0,3909,0,51,128,1481,0
408063,0.0,3908,0,51,128,1481,0
409306,0.0,3908,0,51,128,1482,0
410542,0.0,3908,0,51,128,1482,0
411816,0.0,3908,0,51,128,1481,0
413063,0.0,3908,0,51,128,1482,0
414306,0.0,3908,0,51,128,1481,0
415542,0.0,3908,0,51,128,1481,0
416816,0.0,3908,0,51,128,1483,0
418063,0.0,3908,0,51,128,1482,0
419306,0.0,3909,0,51,128,1482,0
420542,0.0,3908,0,51,128,1481,0
421816,0.0,3908,0,51,128,1480,0
423063,0.0,3909,0,51,128,1481,0
424306,0.0,3908,0,51,128,1482,0
425542,0.0,3909,0,51,128,1482,0
426816,0.0,3909,0,51,128,1482,0
428063,0.0,3908,0,51,128,1481,0
429306,0.0,3908,0,51,128,1481,0
430542,0.0,3908,0,51,128,1481,0
431816,0.0,3908,0,51,128,1481,0
433063,0.0,3908,0,51,128,1482,0
434306,0.0,3908,0,51,128,1482,0
435542,0.0,3909,0,51,128,1481,0
436816,0.0,3909,0,51,128,1482,0
438063,0.0,3908,0,51,128,1482,0
439306,0.0,3908,0,51,128,1481,0
440542,0.0,3908,0,51,128,1481,0
441816,0.0,3908,0,51,128,1481,0
443063,0.0,3908,0,51,128,1481,0
444306,0.0,3908,0,51,128,1481,0
445542,0.0,3909,0,51,128,1482,0
446816,0.0,3908,0,51,128,1481,0
448063,0.0,3908,0,51,128,1482,0
449306,0.0,3908,0,51,128,1482,0
450542,0.0,3908,0,51,128,1482,0
451816,0.0,3908,0,51,128,1480,0
453063,0.0,3908,0,51,128,1482,0
454306,0.0,3909,0,51,128,1481,0
455542,0.0,3908,0,51,128,1481,0
456816,0.0,3908,0,51,128,1481,0
458063,0.0,3908,0,51,128,1482,0
459306,0.0,3909,0,51,128,1482,0
460542,0.0,3908,0,51,128,1481,0
461816,0.0,3909,0,51,128,1482,0
463063,0.0,3908,0,51,128,1481,0
464306,0.0,3909,0,51,128,1484,0
465542,0.0,3908,0,51,128,1481,0
466816,0.0,3908,0,51,128,1481,0
468063,0.0,3909,0,51,128,1480,0
469306,0.0,3909,0,51,128,1481,0
470542,0.0,3909,0,51,128,1481,0
471816,0.0,3909,0,51,128,1482,0
473063,0.0,3908,0,51,128,1481,0
474306,0.0,3909,0,51,128,1483,0
475542,0.0,3908,0,51,128,1481,0
476816,0.0,3908,0,51,128,1481,0
478063,0.0,3908,0,51,128,1480,0
479306,0.0,3908,0,51,128,1480,0
480542,0.0,3908,0,51,128,1480,0
481816,0.0,3908,0,51,128,1483,0
483063,0.0,3909,0,51,128,1481,0
484306,0.0,3908,0,51,128,1483,0
485542,0.0,3908,0,51,128,1481,0
486816,0.0,3908,0,51,128,1482,0
488063,0.0,3908,0,51,128,1481,0
489306,0.0,3909,0,51,128,1482,0
490542,0.0,3908,0,51,128,1481,0
491816,0.0,3909,0,51,128,1482,0
493063,0.0,3909,0,51,128,1481,0
494306,0.0,3909,0,51,128,1483,0
495542,0.0,3909,0,51,128,1482,0
496816,0.0,3908,0,51,128,1482,0
498063,0.0,3909,0,51,128,1481,0
499306,0.0,3908,0,51,128,1481,0
500542,0.0,3908,0,51,128,1481,0
501816,0.0,3908,0,51,128,1482,0
503063,0.0,3908,0,51,128,1482,0
504306,0.0,3908,0,51,128,1481,0
505542,0.0,3909,0,51,128,1483,0
506816,0.0,3908,0,51,128,1481,0
508063,0.0,3908,0,51,128,1481,0
509306,0.0,3908,0,51,128,1481,0
510542,0.0,3908,0,51,128,1482,0
511816,0.0,3908,0,51,128,1483,0
513063,0.0,3908,0,51,128,1482,0
514306,0.0,3908,0,51,128,1481,0
515542,0.0,3908,0,51,128,1481,0
516816,0.0,3908,0,51,128,1482,0
518063,0.0,3909,0,51,128,1480,0
519306,0.0,3908,0,51,128,1482,0
520542,0.0,3908,0,51,128,1481,0
521816,0.0,3908,0,51,128,1481,0
523063,0.0,3908,0,51,128,1481,0
524306,0.0,3908,0,51,128,1482,0
525542,0.0,3908,0,51,128,1481,0
526816,0.0,3908,0,51,128,1481,0
528063,0.0,3908,0,51,128,1481,0
529306,0.0,3909,0,51,128,1481,0
530542,0.0,3909,0,51,128,1481,0
531816,0.0,3909,0,51,128,1482,0
533063,0.0,3908,0,51,128,1482,0
534306,0.0,3908,0,51,128,1482,0
535542,0.0,3908,0,51,128,1482,0
536816,0.0,3909,0,51,128,1482,0
538063,0.0,3908,0,51,128,1481,0
539306,0.0,3909,0,51,128,1482,0
540542,0.0,3909,0,51,128,1481,0
541816,0.0,3908,0,51,128,1481,0
543063,0.0,3908,0,51,128,1482,0
544306,0.0,3908,0,51,128,1482,0
545542,0.0,3909,0,51,128,1480,0
546816,0.0,3908,0,51,128,1481,0
548063,0.0,3908,0,51,128,1483,0
549306,0.0,3908,0,51,128,1481,0
550542,0.0,3908,0,51,128,1481,0
551816,0.0,3908,0,51,128,1482,0
553063,0.0,3908,0,51,128,1481,0
554306,0.0,3908,0,51,128,1481,0
555542,0.0,3908,0,51,128,1482,0
556816,0.0,3909,0,51,128,1482,0
558063,0.0,3908,0,51,128,1481,0
559306,0.0,3909,0,51,128,1481,0
560542,0.0,3908,0,51,128,1481,0
561816,0.0,3908,0,51,128,1481,0
563063,0.0,3908,0,51,128,1481,0
564306,0.0,3908,0,51,128,1483,0
565542,0.0,3908,0,51,128,1482,0
566816,0.0,3909,0,51,128,1482,0
568063,0.0,3908,0,51,128,1481,0
569306,0.0,3909,0,51,128,1481,0
570542,0.0,3908,0,51,128,1481,0
571816,0.0,3908,0,51,128,1481,0
573063,0.0,3908,0,51,128,1481,0
574306,0.0,3908,0,51,128,1481,0
575542,0.0,3909,0,51,128,1480,0
576816,0.0,3909,0,51,128,1481,0
578063,0.0,3908,0,51,128,1482,0
579306,0.0,3908,0,51,128,1481,0
580542,0.0,3908,0,51,128,1480,0
581816,0.0,3908,0,51,128,1481,0
583063,0.0,3908,0,51,128,1482,0
584306,0.0,3908,0,51,128,1481,0
585542,0.0,3908,0,51,128,1481,0
586816,0.0,3908,0,51,128,1482,0
588063,0.0,3909,0,51,128,1481,0
589306,0.0,3908,0,51,128,1481,0
590542,0.0,3908,0,51,128,1481,0
591816,0.0,3908,0,51,128,1481,0
593063,0.0,3909,0,51,128,1482,0
594306,0.0,3908,0,51,128,1481,0
595542,0.0,3908,0,51,128,1481,0
596816,0.0,3908,0,51,128,1481,0
598063,0.0,3908,0,51,128,1482,0
599306,0.0,3908,0,51,128,1481,0
600542,0.0,3908,0,51,128,1481,0
601816,0.0,3908,0,51,128,1482,0
603063,0.0,3908,0,51,128,1481,0
604306,0.0,3908,0,51,128,1481,0
605542,0.0,3909,0,51,128,1483,0
606816,0.0,3908,0,51,128,1482,0
608063,0.0,3908,0,51,128,1481,0
609306,0.0,3908,0,51,128,1482,0
610542,0.0,3908,0,51,128,1481,0
611816,0.0,3908,0,51,128,1481,0
613063,0.0,3909,0,51,128,1481,0
614306,0.0,3908,0,51,128,1483,0
615542,0.0,3909,0,51,128,1481,0
616816,0.0,3909,0,51,128,1480,0
618063,0.0,3908,0,51,128,1482,0
619306,0.0,3909,0,51,128,1481,0
620542,0.0,3908,0,51,128,1483,0
621816,0.0,3908,0,51,128,1481,0
623063,0.0,3909,0,51,128,1483,0
624306,0.0,3908,0,51,128,1483,0
625542,0.0,3909,0,51,128,1482,0
626816,0.0,3908,0,51,128,1481,0
628063,0.0,3909,0,51,128,1482,0
629306,0.0,3908,0,51,128,1481,0
630542,0.0,3908,0,51,128,1481,0
631816,0.0,3908,0,51,128,1481,0
633063,0.0,3909,0,51,128,1481,0
634306,0.0,3908,0,51,128,1480,0
635542,0.0,3908,0,51,128,1482,0
636816,0.0,3908,0,51,128,1481,0
638063,0.0,3908,0,51,128,1481,0
639306,0.0,3908,0,51,128,1481,0
640542,0.0,3908,0,51,128,1481,0
641816,0.0,3908,0,51,128,1481,0
643063,0.0,3908,0,51,128,1480,0
644306,0.0,3908,0,51,128,1481,0
645542,0.0,3908,0,51,128,1483,0
646816,0.0,3909,0,51,128,1482,0
648063,0.0,3909,0,51,128,1481,0
649306,0.0,3908,0,51,128,1481,0
650542,0.0,3909,0,51,128,1482,0
651816,0.0,3909,0,51,128,1481,0
653063,0.0,3908,0,51,128,1481,0
654306,0.0,3908,0,51,128,1481,0
655542,0.0,3908,0,51,128,1481,0
656816,0.0,3909,0,51,128,1482,0
658063,0.0,3909,0,51,128,1482,0
659306,0.0,3908,0,51,128,1481,0
660542,0.0,3908,0,51,128,1482,0
661816,0.0,3908,0,51,128,1482,0
663063,0.0,3908,0,51,128,1481,0
664306,0.0,3908,0,51,128,1481,0
665542,0.0,3908,0,51,128,1483,0
666816,0.0,3908,0,51,128,1482,0
668063,0.0,3909,0,51,128,1481,0
669306,0.0,3909,0,51,128,1484,0
670542,0.0,3908,0,51,128,1481,0
671816,0.0,3908,0,51,128,1481,0
673063,0.0,3908,0,51,128,1483,0
674306,0.0,3908,0,51,128,1482,0
675542,0.0,3908,0,51,128,1482,0
676816,0.0,3908,0,51,128,1482,0
678063,0.0,3908,0,51,128,1482,0
679306,0.0,3909,0,51,128,1482,0
680542,0.0,3908,0,51,128,1481,0
681816,0.0,3909,0,51,128,1482,0
683063,0.0,3909,0,51,128,1483,0
684306,0.0,3909,0,51,128,1482,0
685542,0.0,3908,0,51,128,1481,0
686816,0.0,3908,0,51,128,1481,0
688063,0.0,3908,0,51,128,1482,0
689306,0.0,3909,0,51,128,1481,0
690542,0.0,3908,0,51,128,1481,0
691816,0.0,3909,0,51,128,1481,0
693063,0.0,3909,0,51,128,1481,0
694306,0.0,3909,0,51,128,1481,0
695542,0.0,3909,0,51,128,1481,0
696816,0.0,3908,0,51,128,1481,0
698063,0.0,3908,0,51,128,1481,0
699306,0.0,3908,0,51,128,1483,0
700542,0.0,3908,0,51,128,1482,0
701816,0.0,3909,0,51,128,1481,0
703063,0.0,3908,0,51,128,1482,0
704306,0.0,3908,0,51,128,1482,0
705542,0.0,3909,0,51,128,1480,0
706816,0.0,3908,0,51,128,1482,0
708063,0.0,3908,0,51,128,1481,0
709306,0.0,3908,0,51,128,1482,0
710542,0.0,3908,0,51,128,1481,0
711816,0.0,3908,0,51,128,1481,0
713063,0.0,3908,0,51,128,1482,0
714306,0.0,3908,0,51,128,1480,0
715542,0.0,3908,0,51,128,1482,0
716816,0.0,3908,0,51,128,1480,0
718063,0.0,3908,0,51,128,1484,0
719306,0.0,3908,0,51,128,1482,0
720542,0.0,3908,0,51,128,1482,0
721816,0.0,3908,0,51,128,1483,0
723063,0.0,3908,0,51,128,1482,0
724306,0.0,3908,0,51,128,1480,0
725542,0.0,3908,0,51,128,1482,0
726816,0.0,3908,0,51,128,1481,0
728063,0.0,3908,0,51,128,1481,0
729306,0.0,3908,0,51,128,1481,0
730542,0.0,3908,0,51,128,1481,0
731816,0.0,3909,0,51,128,1483,0
733063,0.0,3908,0,51,128,1481,0
734306,0.0,3908,0,51,128,1482,0
735542,0.0,3908,0,51,128,1482,0
736816,0.0,3908,0,51,128,1482,0
738063,0.0,3908,0,51,128,1481,0
739306,0.0,3908,0,51,128,1481,0
740542,0.0,3909,0,51,128,1482,0
741816,0.0,3909,0,51,128,1481,0
743063,0.0,3908,0,51,128,1482,0
744306,0.0,3908,0,51,128,1482,0
745542,0.0,3909,0,51,128,1482,0
746816,0.0,3908,0,51,128,1483,0
748063,0.0,3909,0,51,128,1481,0
749306,0.0,3909,0,51,128,1482,0
750542,0.0,3908,0,51,128,1482,0
751816,0.0,3908,0,51,128,1481,0
753063,0.0,3909,0,51,128,1482,0
754306,0.0,3908,0,51,128,1482,0
755542,0.0,3908,0,51,128,1481,0
756816,0.0,3908,0,51,128,1482,0
758063,0.0,3908,0,51,128,1481,0
759306,0.0,3908,0,51,128,1481,0
760542,0.0,3908,0,51,128,1481,0
761816,0.0,3908,0,51,128,1481,0
763063,0.0,3908,0,51,128,1481,0
764306,0.0,3908,0,51,128,1483,0
765542,0.0,3908,0,51,128,1481,0
766816,0.0,3908,0,51,128,1482,0
768063,0.0,3908,0,51,128,1480,0
769306,0.0,3908,0,51,128,1482,0
770542,0.0,3908,0,51,128,1482,0
771816,0.0,3908,0,51,128,1482,0
773063,0.0,3908,0,51,128,1483,0
774306,0.0,3909,0,51,128,1481,0
775542,0.0,3908,0,51,128,1482,0
776816,0.0,3908,0,51,128,1481,0
778063,0.0,3908,0,51,128,1483,0
779306,0.0,3908,0,51,128,1481,0
780542,0.0,3909,0,51,128,1482,0
781816,0.0,3908,0,51,128,1481,0
783063,0.0,3909,0,51,128,1482,0
784306,0.0,3908,0,51,128,1481,0
785542,0.0,3909,0,51,128,1481,0
786816,0.0,3909,0,51,128,1482,0
788063,0.0,3908,0,51,128,1481,0
789306,0.0,3908,0,51,128,1481,0
790542,0.0,3908,0,51,128,1481,0
791816,0.0,3908,0,51,128,1482,0
793063,0.0,3908,0,51,128,1480,0
794306,0.0,3908,0,51,128,1482,0
795542,0.0,3908,0,51,128,1481,0
796816,0.0,3908,0,51,128,1482,0
798063,0.0,3908,0,51,128,1481,0
799306,0.0,3908,0,51,128,1482,0
800542,0.0,3908,0,51,128,1481,0
801816,0.0,3909,0,51,128,1481,0
803063,0.0,3908,0,51,128,1481,0
804306,0.0,3908,0,51,128,1482,0
805542,0.0,3909,0,51,128,1482,0
806816,0.0,3909,0,51,128,1482,0
808063,0.0,3908,0,51,128,1481,0
809306,0.0,3909,0,51,128,1482,0
810542,0.0,3908,0,51,128,1481,0
811816,0.0,3909,0,51,128,1481,0
813063,0.0,3909,0,51,128,1482,0
814306,0.0,3908,0,51,128,1483,0
815542,0.0,3909,0,51,128,1482,0
816816,0.0,3908,0,51,128,1482,0
818063,0.0,3908,0,51,128,1481,0
819306,0.0,3908,0,51,128,1480,0
820542,0.0,3909,0,51,128,1481,0
821816,0.0,3908,0,51,128,1480,0
823063,0.0,3909,0,51,128,1480,0
824306,0.0,3908,0,51,128,1481,0
825542,0.0,3908,0,51,128,1481,0
826816,0.0,3908,0,51,128,1481,0
