t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,mode,mode_label,turns
590,0.0,2504,0,51,255,65535,1,status_raw,2
1806,-0.110025,2047,0,51,255,65535,1,status_raw,2
3036,-0.220049,1586,0,51,255,65535,1,status_raw,2
4270,-0.330074,1582,0,51,255,65535,1,status_raw,2
5526,-0.440098,1577,0,51,255,65535,1,status_raw,2
6802,-0.550123,1573,0,51,255,65535,1,status_raw,2
8036,-0.660147,1568,0,51,255,65535,1,status_raw,2
9270,-0.770172,1563,0,51,255,65535,1,status_raw,2
10532,-0.880196,1558,0,51,255,65535,1,status_raw,2
11802,-0.990221,1552,0,51,255,65535,1,status_raw,2
13036,-1.100245,1546,0,51,255,65535,1,status_raw,2
14270,-1.21027,1540,0,51,255,65535,1,status_raw,2
15526,-1.320294,1534,0,51,255,65535,1,status_raw,2
16802,-1.430319,1529,0,51,255,65535,1,status_raw,2
18030,-1.540343,1524,0,51,255,65535,1,status_raw,2
19270,-1.650367,1519,0,51,255,65535,1,status_raw,2
20526,-1.760392,1515,0,51,255,65535,1,status_raw,2
21802,-1.870416,1510,0,51,255,65535,1,status_raw,2
23030,-1.980441,1506,0,51,255,65535,1,status_raw,2
24276,-2.090465,1501,0,51,255,65535,1,status_raw,2
25526,-2.20049,1497,0,51,255,65535,1,status_raw,2
26802,-2.310514,1491,0,51,255,65535,1,status_raw,2
28030,-2.420539,1487,0,51,255,65535,1,status_raw,2
29270,-2.530563,1484,0,51,255,65535,1,status_raw,2
30526,-2.640588,1480,0,51,255,65535,1,status_raw,2
31802,-2.750612,1476,0,51,255,65535,1,status_raw,2
33030,-2.860636,1471,0,51,255,65535,1,status_raw,2
34270,-2.970661,1467,0,51,255,65535,1,status_raw,2
35526,-3.080685,1462,0,51,255,65535,1,status_raw,2
36802,-3.19071,1458,0,51,255,65535,1,status_raw,2
38036,-3.300734,1454,0,51,255,65535,1,status_raw,2
39270,-3.410759,1449,0,51,255,65535,1,status_raw,2
40526,-3.520783,1444,0,51,255,65535,1,status_raw,2
41802,-3.630808,1439,0,51,255,65535,1,status_raw,2
43030,-3.740832,1433,0,51,255,65535,1,status_raw,2
44270,-3.850857,1429,0,51,255,65535,1,status_raw,2
45525,-3.960881,1422,0,51,255,65535,1,status_raw,2
46806,-4.070906,1416,0,51,255,65535,1,status_raw,2
48030,-4.18093,1411,0,51,255,65535,1,status_raw,2
49269,-4.290955,1405,0,51,255,65535,1,status_raw,2
50525,-4.400979,1399,0,51,255,65535,1,status_raw,2
51802,-4.511003,1391,0,51,255,65535,1,status_raw,2
53030,-4.621028,1386,0,51,255,65535,1,status_raw,2
54269,-4.731052,1380,0,51,255,65535,1,status_raw,2
55525,-4.841077,1375,0,51,255,65535,1,status_raw,2
56802,-4.951101,1369,0,51,255,65535,1,status_raw,2
58036,-5.061126,1363,0,51,255,65535,1,status_raw,2
59270,-5.17115,1358,0,51,255,65535,1,status_raw,2
60526,-5.281175,1352,0,51,255,65535,1,status_raw,2
61802,-5.391199,1346,0,51,255,65535,1,status_raw,2
