t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,mode,mode_label,turns
968,0.0,2048,0,51,128,1480,3,status_raw_agc_mag,2
2173,-0.110025,1589,0,51,128,1479,3,status_raw_agc_mag,2
3424,-0.220049,1586,0,51,128,1476,3,status_raw_agc_mag,2
4662,-0.330074,1582,0,51,128,1476,3,status_raw_agc_mag,2
5913,-0.440098,1578,0,51,128,1477,3,status_raw_agc_mag,2
7168,-0.550123,1574,0,51,128,1477,3,status_raw_agc_mag,2
8405,-0.660147,1569,0,51,128,1478,3,status_raw_agc_mag,2
9662,-0.770172,1563,0,51,128,1478,3,status_raw_agc_mag,2
10913,-0.880196,1558,0,51,128,1479,3,status_raw_agc_mag,2
12164,-0.990221,1552,0,51,128,1476,3,status_raw_agc_mag,2
13423,-1.100245,1546,0,51,128,1477,3,status_raw_agc_mag,2
14656,-1.21027,1540,0,51,128,1477,3,status_raw_agc_mag,2
15913,-1.320294,1534,0,51,128,1480,3,status_raw_agc_mag,2
17164,-1.430319,1529,0,51,128,1476,3,status_raw_agc_mag,2
18405,-1.540343,1524,0,51,128,1478,3,status_raw_agc_mag,2
19656,-1.650367,1520,0,51,128,1478,3,status_raw_agc_mag,2
20919,-1.760392,1515,0,51,128,1479,3,status_raw_agc_mag,2
22168,-1.870416,1511,0,51,128,1477,3,status_raw_agc_mag,2
23405,-1.980441,1506,0,51,128,1478,3,status_raw_agc_mag,2
24656,-2.090465,1501,0,51,128,1477,3,status_raw_agc_mag,2
25913,-2.20049,1497,0,51,128,1478,3,status_raw_agc_mag,2
27169,-2.310514,1492,0,51,128,1478,3,status_raw_agc_mag,2
28411,-2.420539,1487,0,51,128,1478,3,status_raw_agc_mag,2
29656,-2.530563,1484,0,51,128,1477,3,status_raw_agc_mag,2
30913,-2.640588,1480,0,51,128,1477,3,status_raw_agc_mag,2
32168,-2.750612,1476,0,51,128,1478,3,status_raw_agc_mag,2
33405,-2.860636,1471,0,51,128,1478,3,status_raw_agc_mag,2
34656,-2.970661,1468,0,51,128,1479,3,status_raw_agc_mag,2
35928,-3.080685,1463,0,51,128,1477,3,status_raw_agc_mag,2
37164,-3.19071,1459,0,51,128,1477,3,status_raw_agc_mag,2
38405,-3.300734,1454,0,51,128,1479,3,status_raw_agc_mag,2
39656,-3.410759,1449,0,51,128,1478,3,status_raw_agc_mag,2
40913,-3.520783,1444,0,51,128,1478,3,status_raw_agc_mag,2
42164,-3.630808,1438,0,51,128,1478,3,status_raw_agc_mag,2
43405,-3.740832,1434,0,51,128,1477,3,status_raw_agc_mag,2
44656,-3.850857,1428,0,51,128,1478,3,status_raw_agc_mag,2
45928,-3.960881,1423,0,51,128,1477,3,status_raw_agc_mag,2
47168,-4.070906,1417,0,51,128,1479,3,status_raw_agc_mag,2
48423,-4.18093,1411,0,51,128,1479,3,status_raw_agc_mag,2
49664,-4.290955,1405,0,51,128,1478,3,status_raw_agc_mag,2
50921,-4.400979,1399,0,51,128,1479,3,status_raw_agc_mag,2
52164,-4.511003,1393,0,51,128,1479,3,status_raw_agc_mag,2
53404,-4.621028,1387,0,51,128,1476,3,status_raw_agc_mag,2
54667,-4.731052,1380,0,51,128,1478,3,status_raw_agc_mag,2
55919,-4.841077,1375,0,51,128,1477,3,status_raw_agc_mag,2
57164,-4.951101,1369,0,51,128,1478,3,status_raw_agc_mag,2
58404,-5.061126,1363,0,51,128,1478,3,status_raw_agc_mag,2
59664,-5.17115,1357,0,51,128,1479,3,status_raw_agc_mag,2
60913,-5.281175,1351,0,51,128,1477,3,status_raw_agc_mag,2
