t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,turns
1843092,-162.177429,483,0,51,128,1490,2
1844356,-162.28746,479,0,51,128,1489,2
1845610,-162.397491,474,0,51,128,1489,2
1846851,-162.507523,469,0,51,128,1489,2
1848097,-162.617554,465,0,51,128,1488,2
1849356,-162.727585,461,0,51,128,1490,2
1850610,-162.837616,456,0,51,128,1490,2
1851845,-162.947647,453,0,51,128,1489,2
1853091,-163.057678,449,0,51,128,1489,2
1854350,-163.167709,445,0,51,128,1489,2
1855610,-163.27774,440,0,51,128,1489,2
1856846,-163.387772,436,0,51,128,1491,2
1858093,-163.497803,432,0,51,128,1490,2
1859350,-163.607834,428,0,51,128,1489,2
1860611,-163.717865,422,0,51,128,1489,2
1861846,-163.827896,417,0,51,128,1489,2
1863092,-163.937927,412,0,51,128,1488,2
1864351,-164.047958,407,0,51,128,1490,2
1865618,-164.15799,402,0,51,128,1489,2
1866845,-164.268021,396,0,51,128,1490,2
1868093,-164.378052,390,0,51,128,1488,2
1869350,-164.488083,385,0,51,128,1488,2
1870611,-164.598114,379,0,51,128,1489,2
1871845,-164.708145,373,0,51,128,1488,2
1873092,-164.818176,366,0,51,128,1492,2
1874351,-164.928207,360,0,51,128,1489,2
1875611,-165.038239,355,0,51,128,1491,2
1876845,-165.14827,349,0,51,128,1488,2
1878092,-165.258301,343,0,51,128,1490,2
1879351,-165.368332,337,0,51,128,1490,2
1880611,-165.478363,332,0,51,128,1490,2
1881845,-165.588394,326,0,51,128,1489,2
1883092,-165.698425,320,0,51,128,1490,2
1884351,-165.808456,316,0,51,128,1489,2
1885611,-165.918488,311,0,51,128,1489,2
1886851,-166.028519,307,0,51,128,1490,2
1888093,-166.13855,302,0,51,128,1489,2
1889350,-166.248581,298,0,51,128,1489,2
1890612,-166.358612,294,0,51,128,1489,2
1891845,-166.468643,290,0,51,128,1490,2
1893093,-166.578674,285,0,51,128,1489,2
1894351,-166.688705,280,0,51,128,1489,2
1895612,-166.798737,275,0,51,128,1489,2
1896851,-166.908768,270,0,51,128,1490,2
1898093,-167.018799,266,0,51,128,1489,2
1899357,-167.12883,262,0,51,128,1489,2
1900602,-167.238861,257,0,51,128,1489,2
1901845,-167.348892,253,0,51,128,1490,2
1903092,-167.458923,248,0,51,128,1489,2
1904350,-167.568954,243,0,51,128,1490,2
1905601,-167.678986,237,0,51,128,1488,2
1906845,-167.789017,232,0,51,128,1489,2
1908092,-167.899048,226,0,51,128,1489,2
1909350,-168.009079,220,0,51,128,1488,2
1910611,-168.11911,215,0,51,128,1489,2
1911845,-168.229141,209,0,51,128,1488,2
1913092,-168.339172,203,0,51,128,1488,2
1914356,-168.449203,198,0,51,128,1488,2
1915610,-168.559235,192,0,51,128,1488,2
1916845,-168.669266,186,0,51,128,1488,2
1918098,-168.779297,181,0,51,128,1489,2
1919349,-168.889328,174,0,51,128,1489,2
1920610,-168.999359,169,0,51,128,1488,2
1921845,-169.10939,164,0,51,128,1488,2
1923091,-169.219421,159,0,51,128,1487,2
1924350,-169.329453,154,0,51,128,1487,2
1925613,-169.439484,149,0,51,128,1489,2
1926846,-169.549515,144,0,51,128,1488,2
1928093,-169.659546,139,0,51,128,1488,2
1929351,-169.769577,134,0,51,128,1488,2
1930612,-169.879608,129,0,51,128,1488,2
1931846,-169.989639,123,0,51,128,1487,2
1933092,-170.09967,118,0,51,128,1487,2
1934350,-170.209702,115,0,51,128,1488,2
1935612,-170.319733,110,0,51,128,1488,2
1936845,-170.429764,105,0,51,128,1488,2
1938099,-170.539795,101,0,51,128,1489,2
1939351,-170.649826,97,0,51,128,1487,2
1940611,-170.759857,92,0,51,128,1486,2
1941845,-170.869888,88,0,51,128,1488,2
1943099,-170.979919,83,0,51,128,1487,2
1944357,-171.089951,78,0,51,128,1488,2
1945611,-171.199982,73,0,51,128,1486,2
1946845,-171.310013,68,0,51,128,1486,2
1948093,-171.420044,64,0,51,128,1485,2
1949357,-171.530075,58,0,51,128,1487,2
1950611,-171.640106,53,0,51,128,1486,2
1951845,-171.750137,47,0,51,128,1486,2
1953092,-171.860168,42,0,51,128,1486,2
1954351,-171.9702,35,0,51,128,1487,2
1955602,-172.080231,30,0,51,128,1486,2
1956845,-172.190262,24,0,51,128,1486,2
1958093,-172.300293,19,0,51,128,1486,2
1959350,-172.410324,13,0,51,128,1485,2
1960612,-172.520355,8,0,51,128,1485,2
1961845,-172.630386,2,0,51,128,1484,2
1963092,-172.740417,4093,0,51,128,1486,2
1964351,-172.850449,4086,0,51,128,1486,2
1965612,-172.96048,4080,0,51,128,1486,2
1966845,-173.070511,4075,0,51,128,1484,2
1968093,-173.180542,4069,0,51,128,1485,2
1969351,-173.290573,4065,0,51,128,1484,2
1970612,-173.400604,4061,0,51,128,1486,2
1971851,-173.510635,4055,0,51,128,1486,2
1973092,-173.620667,4050,0,51,128,1485,2
1974350,-173.730698,4046,0,51,128,1484,2
1975610,-173.840729,4040,0,51,128,1484,2
1976845,-173.95076,4036,0,51,128,1483,2
1978092,-174.060791,4031,0,51,128,1486,2
1979350,-174.170822,4026,0,51,128,1483,2
1980613,-174.280853,4022,0,51,128,1483,2
1981845,-174.390884,4019,0,51,128,1483,2
1983098,-174.500916,4014,0,51,128,1485,2
1984350,-174.610947,4011,0,51,128,1483,2
1985619,-174.720978,4006,0,51,128,1484,2
1986845,-174.831009,4001,0,51,128,1483,2
1988092,-174.94104,3997,0,51,128,1484,2
1989350,-175.051071,3991,0,51,128,1485,2
1990610,-175.161102,3987,0,51,128,1482,2
1991845,-175.271133,3981,0,51,128,1484,2
1993091,-175.381165,3975,0,51,128,1482,2
1994349,-175.491196,3969,0,51,128,1482,2
1995610,-175.601227,3965,0,51,128,1483,2
1996846,-175.711258,3959,0,51,128,1482,2
1998092,-175.821289,3954,0,51,128,1482,2
1999357,-175.93132,3948,0,51,128,1482,2
