t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,diag_enabled,turns
694368,-61.063457,1393,0,51,128,1477,1,2
695636,-61.173481,1387,0,51,128,1480,1,2
696872,-61.283504,1381,0,51,128,1480,1,2
698104,-61.393528,1375,0,51,128,1480,1,2
699368,-61.503551,1370,0,51,128,1482,1,2
700628,-61.613575,1364,0,51,128,1481,1,2
701872,-61.723598,1358,0,51,128,1478,1,2
703104,-61.833622,1353,0,51,128,1480,1,2
704368,-61.943645,1347,0,51,128,1479,1,2
705626,-62.053669,1342,0,51,128,1481,1,2
706865,-62.163692,1336,0,51,128,1480,1,2
708109,-62.273716,1333,0,51,128,1479,1,2
709368,-62.383739,1328,0,51,128,1480,1,2
710626,-62.493763,1324,0,51,128,1480,1,2
711866,-62.603786,1319,0,51,128,1481,1,2
713103,-62.71381,1315,0,51,128,1480,1,2
714361,-62.823833,1310,0,51,128,1481,1,2
715629,-62.933857,1305,0,51,128,1479,1,2
716866,-63.04388,1300,0,51,128,1481,1,2
718111,-63.153904,1296,0,51,128,1481,1,2
719368,-63.263927,1291,0,51,128,1480,1,2
720629,-63.373951,1286,0,51,128,1482,1,2
721866,-63.483974,1282,0,51,128,1480,1,2
723104,-63.593998,1278,0,51,128,1480,1,2
724368,-63.704021,1273,0,51,128,1481,1,2
725636,-63.814045,1268,0,51,128,1481,1,2
726866,-63.924068,1264,0,51,128,1480,1,2
728104,-64.034096,1257,0,51,128,1481,1,2
729368,-64.144119,1253,0,51,128,1481,1,2
730629,-64.254143,1246,0,51,128,1481,1,2
731866,-64.364166,1240,0,51,128,1481,1,2
733111,-64.47419,1234,0,51,128,1482,1,2
734368,-64.584213,1229,0,51,128,1481,1,2
735629,-64.694237,1223,0,51,128,1481,1,2
736872,-64.80426,1217,0,51,128,1482,1,2
738104,-64.914284,1212,0,51,128,1482,1,2
739374,-65.024307,1206,0,51,128,1482,1,2
740636,-65.134331,1199,0,51,128,1480,1,2
741866,-65.244354,1194,0,51,128,1481,1,2
743111,-65.354378,1189,0,51,128,1482,1,2
744368,-65.464401,1183,0,51,128,1482,1,2
745629,-65.574425,1178,0,51,128,1482,1,2
746866,-65.684448,1173,0,51,128,1483,1,2
748104,-65.794472,1168,0,51,128,1482,1,2
749368,-65.904495,1163,0,51,128,1482,1,2
750629,-66.014519,1159,0,51,128,1484,1,2
751866,-66.124542,1153,0,51,128,1483,1,2
753111,-66.234566,1148,0,51,128,1483,1,2
754368,-66.344589,1143,0,51,128,1484,1,2
755629,-66.454613,1138,0,51,128,1483,1,2
756866,-66.564636,1134,0,51,128,1482,1,2
758104,-66.67466,1129,0,51,128,1484,1,2
759367,-66.784683,1124,0,51,128,1483,1,2
760627,-66.894707,1120,0,51,128,1483,1,2
761866,-67.00473,1116,0,51,128,1484,1,2
763110,-67.114754,1111,0,51,128,1482,1,2
764374,-67.224777,1107,0,51,128,1483,1,2
765634,-67.334801,1102,0,51,128,1483,1,2
766872,-67.444824,1097,0,51,128,1483,1,2
768104,-67.554848,1092,0,51,128,1483,1,2
769368,-67.664871,1087,0,51,128,1484,1,2
770628,-67.774895,1082,0,51,128,1483,1,2
771866,-67.884918,1077,0,51,128,1484,1,2
773104,-67.994942,1071,0,51,128,1484,1,2
774367,-68.104965,1065,0,51,128,1484,1,2
775628,-68.214989,1060,0,51,128,1484,1,2
776866,-68.325012,1054,0,51,128,1484,1,2
778103,-68.435036,1048,0,51,128,1484,1,2
779361,-68.545059,1042,0,51,128,1484,1,2
780633,-68.655083,1037,0,51,128,1485,1,2
781871,-68.765106,1032,0,51,128,1485,1,2
783103,-68.87513,1026,0,51,128,1484,1,2
784361,-68.985153,1020,0,51,128,1485,1,2
785626,-69.095177,1015,0,51,128,1485,1,2
786866,-69.2052,1009,0,51,128,1485,1,2
788104,-69.315224,1003,0,51,128,1485,1,2
789368,-69.425247,997,0,51,128,1485,1,2
790636,-69.535271,992,0,51,128,1484,1,2
791866,-69.645294,987,0,51,128,1484,1,2
793104,-69.755318,982,0,51,128,1485,1,2
794369,-69.865341,978,0,51,128,1486,1,2
795629,-69.975365,973,0,51,128,1485,1,2
796866,-70.085388,968,0,51,128,1486,1,2
798104,-70.195412,963,0,51,128,1485,1,2
799368,-70.305435,959,0,51,128,1485,1,2
800629,-70.415459,954,0,51,128,1484,1,2
801866,-70.525482,950,0,51,128,1486,1,2
803104,-70.635506,946,0,51,128,1485,1,2
804374,-70.745529,941,0,51,128,1486,1,2
805629,-70.855553,938,0,51,128,1484,1,2
806866,-70.965576,934,0,51,128,1486,1,2
808104,-71.0756,929,0,51,128,1485,1,2
809375,-71.185623,924,0,51,128,1485,1,2
810629,-71.295647,919,0,51,128,1486,1,2
811872,-71.40567,914,0,51,128,1485,1,2
813105,-71.515694,908,0,51,128,1487,1,2
814368,-71.625717,903,0,51,128,1486,1,2
815629,-71.735741,897,0,51,128,1485,1,2
816866,-71.845764,892,0,51,128,1486,1,2
818111,-71.955788,886,0,51,128,1485,1,2
819368,-72.065811,882,0,51,128,1484,1,2
820629,-72.175835,876,0,51,128,1486,1,2
821866,-72.285858,870,0,51,128,1487,1,2
823104,-72.395882,865,0,51,128,1486,1,2
824368,-72.505905,858,0,51,128,1488,1,2
825636,-72.615929,851,0,51,128,1485,1,2
826866,-72.725952,845,0,51,128,1487,1,2
828110,-72.835976,840,0,51,128,1487,1,2
829368,-72.945999,834,0,51,128,1486,1,2
830627,-73.056023,829,0,51,128,1486,1,2
831866,-73.166046,823,0,51,128,1487,1,2
833104,-73.27607,819,0,51,128,1486,1,2
834374,-73.386093,813,0,51,128,1486,1,2
835628,-73.496117,808,0,51,128,1486,1,2
836866,-73.60614,803,0,51,128,1488,1,2
838103,-73.716164,799,0,51,128,1485,1,2
839368,-73.826187,795,0,51,128,1485,1,2
840636,-73.936211,790,0,51,128,1486,1,2
841866,-74.046234,786,0,51,128,1487,1,2
843104,-74.156258,782,0,51,128,1487,1,2
844374,-74.266281,778,0,51,128,1487,1,2
845636,-74.376305,774,0,51,128,1487,1,2
846866,-74.486328,770,0,51,128,1486,1,2
848104,-74.596352,765,0,51,128,1487,1,2
849361,-74.706375,761,0,51,128,1486,1,2
850626,-74.816399,756,0,51,128,1487,1,2
851866,-74.926422,752,0,51,128,1486,1,2
853103,-75.036446,747,0,51,128,1487,1,2
854361,-75.146469,742,0,51,128,1488,1,2
855626,-75.256493,737,0,51,128,1486,1,2
856866,-75.366516,731,0,51,128,1489,1,2
858111,-75.47654,726,0,51,128,1487,1,2
859368,-75.586563,720,0,51,128,1488,1,2
860629,-75.696587,714,0,51,128,1487,1,2
861866,-75.80661,708,0,51,128,1488,1,2
863104,-75.916634,701,0,51,128,1488,1,2
864368,-76.026657,695,0,51,128,1488,1,2
865636,-76.136681,689,0,51,128,1488,1,2
866866,-76.246704,683,0,51,128,1487,1,2
868110,-76.356728,677,0,51,128,1487,1,2
869368,-76.466751,672,0,51,128,1488,1,2
870629,-76.576775,666,0,51,128,1489,1,2
871866,-76.686798,659,0,51,128,1488,1,2
873104,-76.796822,654,0,51,128,1489,1,2
874368,-76.906845,649,0,51,128,1488,1,2
875629,-77.016869,645,0,51,128,1488,1,2
876872,-77.126892,640,0,51,128,1488,1,2
878104,-77.236916,636,0,51,128,1487,1,2
879368,-77.346939,631,0,51,128,1489,1,2
880629,-77.456963,627,0,51,128,1488,1,2
881872,-77.566986,622,0,51,128,1488,1,2
883104,-77.67701,617,0,51,128,1489,1,2
884368,-77.787033,613,0,51,128,1488,1,2
885636,-77.897057,608,0,51,128,1489,1,2
886866,-78.00708,606,0,51,128,1488,1,2
888104,-78.117104,602,0,51,128,1487,1,2
889368,-78.227127,598,0,51,128,1488,1,2
890636,-78.337151,594,0,51,128,1488,1,2
891866,-78.447174,589,0,51,128,1487,1,2
893104,-78.557198,585,0,51,128,1488,1,2
894368,-78.667221,580,0,51,128,1489,1,2
895629,-78.777245,575,0,51,128,1490,1,2
896866,-78.887268,569,0,51,128,1489,1,2
898104,-78.997292,563,0,51,128,1489,1,2
899368,-79.107315,557,0,51,128,1489,1,2
900629,-79.217339,551,0,51,128,1489,1,2
901866,-79.327362,545,0,51,128,1489,1,2
903104,-79.437386,539,0,51,128,1488,1,2
904367,-79.547409,533,0,51,128,1488,1,2
905636,-79.657433,527,0,51,128,1489,1,2
906872,-79.767456,520,0,51,128,1489,1,2
908104,-79.87748,514,0,51,128,1489,1,2
909368,-79.987503,508,0,51,128,1489,1,2
910636,-80.097527,502,0,51,128,1490,1,2
911866,-80.20755,497,0,51,128,1489,1,2
913104,-80.317574,492,0,51,128,1491,1,2
914368,-80.427597,487,0,51,128,1490,1,2
915627,-80.537621,481,0,51,128,1490,1,2
916866,-80.647644,477,0,51,128,1489,1,2
918104,-80.757668,472,0,51,128,1489,1,2
919368,-80.867691,467,0,51,128,1489,1,2
920626,-80.977715,462,0,51,128,1490,1,2
921866,-81.087738,459,0,51,128,1489,1,2
923103,-81.197762,454,0,51,128,1491,1,2
924361,-81.307785,451,0,51,128,1490,1,2
925626,-81.417809,447,0,51,128,1488,1,2
926866,-81.527832,442,0,51,128,1491,1,2
928103,-81.637856,438,0,51,128,1491,1,2
929375,-81.747879,434,0,51,128,1490,1,2
930629,-81.857903,430,0,51,128,1488,1,2
931866,-81.967926,425,0,51,128,1489,1,2
933104,-82.07795,420,0,51,128,1490,1,2
934368,-82.187973,414,0,51,128,1492,1,2
935636,-82.297997,410,0,51,128,1490,1,2
936871,-82.40802,405,0,51,128,1490,1,2
938104,-82.518044,399,0,51,128,1489,1,2
939368,-82.628067,394,0,51,128,1490,1,2
940629,-82.738091,389,0,51,128,1488,1,2
941866,-82.848114,382,0,51,128,1490,1,2
943104,-82.958138,376,0,51,128,1489,1,2
944368,-83.068161,370,0,51,128,1490,1,2
945629,-83.178185,363,0,51,128,1491,1,2
946866,-83.288208,358,0,51,128,1490,1,2
948104,-83.398232,352,0,51,128,1490,1,2
949368,-83.508255,346,0,51,128,1490,1,2
950629,-83.618279,341,0,51,128,1489,1,2
951866,-83.728302,334,0,51,128,1488,1,2
953104,-83.838326,329,0,51,128,1490,1,2
954368,-83.948349,323,0,51,128,1489,1,2
955629,-84.058372,318,0,51,128,1491,1,2
956866,-84.168396,314,0,51,128,1489,1,2
958104,-84.278419,309,0,51,128,1490,1,2
959368,-84.388443,305,0,51,128,1490,1,2
960629,-84.498466,301,0,51,128,1490,1,2
961866,-84.60849,297,0,51,128,1489,1,2
963104,-84.718513,292,0,51,128,1489,1,2
964368,-84.828537,288,0,51,128,1490,1,2
965629,-84.93856,283,0,51,128,1489,1,2
966866,-85.048584,278,0,51,128,1490,1,2
968104,-85.158607,273,0,51,128,1487,1,2
969374,-85.268631,269,0,51,128,1489,1,2
970629,-85.378654,264,0,51,128,1489,1,2
971866,-85.488678,260,0,51,128,1490,1,2
973104,-85.598701,256,0,51,128,1490,1,2
974374,-85.708725,251,0,51,128,1489,1,2
975629,-85.818748,246,0,51,128,1490,1,2
976870,-85.928772,240,0,51,128,1488,1,2
978104,-86.038795,236,0,51,128,1490,1,2
979367,-86.148819,230,0,51,128,1490,1,2
980636,-86.258842,224,0,51,128,1491,1,2
981866,-86.368866,218,0,51,128,1490,1,2
983104,-86.478889,212,0,51,128,1488,1,2
984367,-86.588913,207,0,51,128,1489,1,2
985628,-86.698936,201,0,51,128,1489,1,2
986866,-86.80896,196,0,51,128,1490,1,2
988110,-86.918983,190,0,51,128,1489,1,2
989368,-87.029007,185,0,51,128,1489,1,2
990628,-87.13903,179,0,51,128,1489,1,2
991866,-87.249054,173,0,51,128,1488,1,2
993109,-87.359077,168,0,51,128,1489,1,2
994361,-87.469101,162,0,51,128,1489,1,2
995626,-87.579124,157,0,51,128,1489,1,2
996865,-87.689148,152,0,51,128,1489,1,2
998103,-87.799171,147,0,51,128,1487,1,2
999361,-87.909195,142,0,51,128,1489,1,2
1000629,-88.019218,137,0,51,128,1488,1,2
1001866,-88.129242,132,0,51,128,1488,1,2
1003111,-88.239265,126,0,51,128,1489,1,2
1004375,-88.349289,122,0,51,128,1487,1,2
1005629,-88.459312,117,0,51,128,1487,1,2
1006866,-88.569336,113,0,51,128,1489,1,2
1008104,-88.679359,108,0,51,128,1487,1,2
1009374,-88.789383,103,0,51,128,1488,1,2
1010629,-88.899406,100,0,51,128,1488,1,2
1011866,-89.00943,95,0,51,128,1487,1,2
1013104,-89.119453,91,0,51,128,1487,1,2
1014368,-89.229477,87,0,51,128,1488,1,2
1015629,-89.3395,81,0,51,128,1487,1,2
1016866,-89.449524,76,0,51,128,1486,1,2
1018104,-89.559547,71,0,51,128,1486,1,2
1019368,-89.669571,66,0,51,128,1487,1,2
1020629,-89.779594,61,0,51,128,1487,1,2
1021866,-89.889618,56,0,51,128,1486,1,2
1023104,-89.999641,52,0,51,128,1487,1,2
1024375,-90.109665,45,0,51,128,1486,1,2
1025629,-90.219688,40,0,51,128,1487,1,2
1026873,-90.329712,33,0,51,128,1487,1,2
1028104,-90.439735,28,0,51,128,1486,1,2
1029368,-90.549759,22,0,51,128,1486,1,2
1030629,-90.659782,17,0,51,128,1486,1,2
1031866,-90.769806,11,0,51,128,1485,1,2
1033104,-90.879829,6,0,51,128,1486,1,2
1034375,-90.989853,0,0,51,128,1486,1,2
1035629,-91.099876,4090,0,51,128,1485,1,2
1036866,-91.2099,4084,0,51,128,1486,1,2
1038104,-91.319923,4079,0,51,128,1485,1,2
1039368,-91.429947,4073,0,51,128,1485,1,2
1040629,-91.53997,4067,0,51,128,1485,1,2
1041866,-91.649994,4063,0,51,128,1485,1,2
1043111,-91.760017,4058,0,51,128,1485,1,2
1044368,-91.870041,4054,0,51,128,1485,1,2
1045636,-91.980064,4048,0,51,128,1485,1,2
1046866,-92.090088,4043,0,51,128,1484,1,2
1048110,-92.200111,4039,0,51,128,1485,1,2
1049367,-92.310135,4034,0,51,128,1484,1,2
1050628,-92.420158,4029,0,51,128,1485,1,2
1051872,-92.530182,4025,0,51,128,1484,1,2
1053110,-92.640205,4021,0,51,128,1484,1,2
1054362,-92.750229,4017,0,51,128,1483,1,2
1055636,-92.860252,4013,0,51,128,1483,1,2
1056872,-92.970276,4008,0,51,128,1483,1,2
1058104,-93.080299,4004,0,51,128,1483,1,2
1059368,-93.190323,3999,0,51,128,1483,1,2
1060629,-93.300346,3995,0,51,128,1484,1,2
1061866,-93.41037,3989,0,51,128,1485,1,2
1063103,-93.520393,3984,0,51,128,1483,1,2
1064361,-93.630417,3978,0,51,128,1484,1,2
1065626,-93.74044,3973,0,51,128,1482,1,2
1066866,-93.850464,3968,0,51,128,1483,1,2
1068103,-93.960487,3963,0,51,128,1482,1,2
1069361,-94.070511,3957,0,51,128,1482,1,2
1070626,-94.180534,3951,0,51,128,1484,1,2
1071866,-94.290558,3945,0,51,128,1483,1,2
1073111,-94.400581,3940,0,51,128,1483,1,2
1074368,-94.510605,3933,0,51,128,1482,1,2
1075629,-94.620628,3927,0,51,128,1481,1,2
1076866,-94.730652,3920,0,51,128,1481,1,2
1078104,-94.840675,3915,0,51,128,1481,1,2
1079368,-94.950699,3909,0,51,128,1482,1,2
1080629,-95.060722,3904,0,51,128,1480,1,2
1081866,-95.170746,3899,0,51,128,1484,1,2
1083104,-95.280769,3894,0,51,128,1480,1,2
1084368,-95.390793,3889,0,51,128,1481,1,2
1085629,-95.500816,3883,0,51,128,1480,1,2
1086866,-95.61084,3878,0,51,128,1481,1,2
1088110,-95.720863,3873,0,51,128,1480,1,2
1089368,-95.830887,3870,0,51,128,1480,1,2
1090629,-95.94091,3865,0,51,128,1482,1,2
1091873,-96.050934,3861,0,51,128,1481,1,2
1093117,-96.160957,3857,0,51,128,1482,1,2
1094368,-96.270981,3853,0,51,128,1481,1,2
1095629,-96.381004,3848,0,51,128,1480,1,2
1096866,-96.491028,3844,0,51,128,1480,1,2
1098117,-96.601051,3840,0,51,128,1481,1,2
1099368,-96.711075,3835,0,51,128,1481,1,2
1100629,-96.821098,3831,0,51,128,1481,1,2
1101866,-96.931122,3825,0,51,128,1481,1,2
1103104,-97.041145,3822,0,51,128,1480,1,2
1104368,-97.151169,3816,0,51,128,1481,1,2
1105629,-97.261192,3811,0,51,128,1480,1,2
1106866,-97.371216,3805,0,51,128,1479,1,2
1108110,-97.481239,3800,0,51,128,1479,1,2
1109375,-97.591263,3794,0,51,128,1479,1,2
1110629,-97.701286,3788,0,51,128,1480,1,2
1111872,-97.81131,3781,0,51,128,1479,1,2
1113104,-97.921333,3776,0,51,128,1480,1,2
1114375,-98.031357,3769,0,51,128,1479,1,2
1115629,-98.14138,3762,0,51,128,1480,1,2
1116873,-98.251404,3757,0,51,128,1480,1,2
1118104,-98.361427,3750,0,51,128,1479,1,2
1119374,-98.471451,3745,0,51,128,1480,1,2
1120629,-98.581474,3739,0,51,128,1480,1,2
1121872,-98.691498,3733,0,51,128,1479,1,2
1123103,-98.801521,3727,0,51,128,1480,1,2
1124368,-98.911545,3723,0,51,128,1479,1,2
1125627,-99.021568,3718,0,51,128,1478,1,2
1126872,-99.131592,3713,0,51,128,1479,1,2
1128103,-99.241615,3709,0,51,128,1479,1,2
1129367,-99.351639,3705,0,51,128,1478,1,2
1130628,-99.461662,3700,0,51,128,1479,1,2
1131866,-99.571686,3695,0,51,128,1479,1,2
1133104,-99.681709,3691,0,51,128,1478,1,2
1134361,-99.791733,3687,0,51,128,1478,1,2
1135635,-99.901756,3682,0,51,128,1479,1,2
1136865,-100.01178,3678,0,51,128,1479,1,2
1138103,-100.121803,3675,0,51,128,1478,1,2
1139361,-100.231827,3671,0,51,128,1478,1,2
1140626,-100.34185,3667,0,51,128,1479,1,2
1141876,-100.451874,3663,0,51,128,1478,1,2
1143105,-100.561897,3658,0,51,128,1479,1,2
1144368,-100.671921,3653,0,51,128,1478,1,2
1145629,-100.781944,3648,0,51,128,1479,1,2
1146866,-100.891968,3642,0,51,128,1479,1,2
1148104,-101.001991,3636,0,51,128,1479,1,2
1149368,-101.112015,3630,0,51,128,1478,1,2
1150629,-101.222038,3624,0,51,128,1478,1,2
1151866,-101.332062,3618,0,51,128,1478,1,2
1153111,-101.442085,3612,0,51,128,1478,1,2
1154375,-101.552109,3606,0,51,128,1477,1,2
1155629,-101.662132,3599,0,51,128,1478,1,2
1156866,-101.772156,3593,0,51,128,1477,1,2
1158104,-101.882179,3586,0,51,128,1477,1,2
1159368,-101.992203,3580,0,51,128,1477,1,2
1160629,-102.102226,3574,0,51,128,1478,1,2
1161866,-102.21225,3569,0,51,128,1477,1,2
1163104,-102.322273,3563,0,51,128,1477,1,2
1164369,-102.432297,3559,0,51,128,1477,1,2
1165629,-102.54232,3553,0,51,128,1477,1,2
1166872,-102.652344,3550,0,51,128,1478,1,2
1168104,-102.762367,3544,0,51,128,1478,1,2
1169368,-102.872391,3539,0,51,128,1479,1,2
1170629,-102.982414,3534,0,51,128,1476,1,2
1171873,-103.092438,3530,0,51,128,1477,1,2
1173104,-103.202461,3526,0,51,128,1477,1,2
1174375,-103.312485,3522,0,51,128,1478,1,2
1175629,-103.422508,3517,0,51,128,1476,1,2
1176866,-103.532532,3513,0,51,128,1477,1,2
1178104,-103.642555,3509,0,51,128,1479,1,2
1179368,-103.752579,3504,0,51,128,1478,1,2
1180629,-103.862602,3501,0,51,128,1476,1,2
1181866,-103.972626,3496,0,51,128,1477,1,2
1183104,-104.082649,3491,0,51,128,1478,1,2
1184368,-104.192673,3486,0,51,128,1479,1,2
1185629,-104.302696,3481,0,51,128,1479,1,2
1186866,-104.41272,3475,0,51,128,1478,1,2
1188104,-104.522743,3470,0,51,128,1478,1,2
1189368,-104.632767,3464,0,51,128,1477,1,2
1190628,-104.74279,3458,0,51,128,1480,1,2
1191873,-104.852814,3452,0,51,128,1478,1,2
1193110,-104.962837,3447,0,51,128,1477,1,2
1194362,-105.072861,3440,0,51,128,1477,1,2
1195628,-105.182884,3432,0,51,128,1477,1,2
1196866,-105.292908,3427,0,51,128,1477,1,2
1198103,-105.402931,3421,0,51,128,1478,1,2
1199368,-105.512955,3416,0,51,128,1478,1,2
1200629,-105.622978,3410,0,51,128,1477,1,2
1201866,-105.733002,3404,0,51,128,1478,1,2
1203104,-105.843025,3398,0,51,128,1479,1,2
1204368,-105.953049,3393,0,51,128,1479,1,2
1205626,-106.063072,3387,0,51,128,1478,1,2
1206872,-106.173096,3384,0,51,128,1479,1,2
1208109,-106.283119,3379,0,51,128,1479,1,2
1209361,-106.393143,3375,0,51,128,1478,1,2
1210626,-106.503166,3370,0,51,128,1480,1,2
1211866,-106.61319,3365,0,51,128,1479,1,2
1213103,-106.723213,3361,0,51,128,1479,1,2
1214368,-106.833237,3356,0,51,128,1478,1,2
1215629,-106.94326,3351,0,51,128,1479,1,2
1216866,-107.053284,3346,0,51,128,1478,1,2
1218104,-107.163307,3341,0,51,128,1478,1,2
1219374,-107.273331,3336,0,51,128,1479,1,2
1220629,-107.383354,3332,0,51,128,1478,1,2
1221866,-107.493378,3328,0,51,128,1477,1,2
1223111,-107.603401,3324,0,51,128,1479,1,2
1224368,-107.713425,3319,0,51,128,1479,1,2
1225629,-107.823448,3314,0,51,128,1479,1,2
1226866,-107.933472,3308,0,51,128,1478,1,2
1228104,-108.043495,3304,0,51,128,1479,1,2
1229368,-108.153519,3298,0,51,128,1480,1,2
1230629,-108.263542,3293,0,51,128,1481,1,2
1231866,-108.373566,3286,0,51,128,1481,1,2
1233104,-108.483589,3281,0,51,128,1479,1,2
1234368,-108.593613,3275,0,51,128,1479,1,2
1235636,-108.703636,3270,0,51,128,1479,1,2
1236866,-108.81366,3264,0,51,128,1479,1,2
1238104,-108.923683,3257,0,51,128,1480,1,2
1239368,-109.033707,3252,0,51,128,1481,1,2
1240629,-109.14373,3246,0,51,128,1481,1,2
1241866,-109.253754,3240,0,51,128,1480,1,2
1243104,-109.363777,3234,0,51,128,1480,1,2
1244368,-109.473801,3229,0,51,128,1482,1,2
1245629,-109.583824,3224,0,51,128,1481,1,2
1246866,-109.693848,3219,0,51,128,1481,1,2
1248104,-109.803871,3214,0,51,128,1481,1,2
1249368,-109.913895,3209,0,51,128,1480,1,2
1250629,-110.023918,3204,0,51,128,1482,1,2
1251866,-110.133942,3199,0,51,128,1482,1,2
1253104,-110.243965,3193,0,51,128,1480,1,2
1254368,-110.353989,3189,0,51,128,1481,1,2
1255636,-110.464012,3184,0,51,128,1482,1,2
1256866,-110.574036,3180,0,51,128,1482,1,2
1258104,-110.684059,3175,0,51,128,1481,1,2
1259368,-110.794083,3170,0,51,128,1482,1,2
1260629,-110.904106,3167,0,51,128,1482,1,2
1261872,-111.01413,3162,0,51,128,1481,1,2
1263110,-111.124153,3157,0,51,128,1483,1,2
1264368,-111.234177,3152,0,51,128,1482,1,2
1265629,-111.3442,3148,0,51,128,1483,1,2
1266872,-111.454224,3142,0,51,128,1482,1,2
1268104,-111.564247,3137,0,51,128,1483,1,2
1269362,-111.674271,3132,0,51,128,1482,1,2
1270628,-111.784294,3128,0,51,128,1484,1,2
1271866,-111.894318,3123,0,51,128,1482,1,2
1273104,-112.004341,3118,0,51,128,1481,1,2
1274368,-112.114365,3111,0,51,128,1482,1,2
1275636,-112.224388,3106,0,51,128,1483,1,2
1276872,-112.334412,3100,0,51,128,1484,1,2
1278103,-112.444435,3094,0,51,128,1482,1,2
1279361,-112.554459,3088,0,51,128,1484,1,2
1280626,-112.664482,3083,0,51,128,1484,1,2
1281866,-112.774506,3078,0,51,128,1485,1,2
1283103,-112.884529,3072,0,51,128,1483,1,2
1284361,-112.994553,3067,0,51,128,1483,1,2
1285629,-113.104576,3060,0,51,128,1484,1,2
1286866,-113.2146,3055,0,51,128,1485,1,2
1288111,-113.324623,3049,0,51,128,1483,1,2
1289369,-113.434647,3044,0,51,128,1484,1,2
1290629,-113.54467,3038,0,51,128,1486,1,2
1291866,-113.654694,3033,0,51,128,1484,1,2
1293105,-113.764717,3028,0,51,128,1485,1,2
1294368,-113.874741,3024,0,51,128,1483,1,2
1295629,-113.984764,3019,0,51,128,1485,1,2
1296866,-114.094788,3014,0,51,128,1485,1,2
1298104,-114.204811,3010,0,51,128,1484,1,2
1299374,-114.314835,3005,0,51,128,1485,1,2
1300629,-114.424858,3000,0,51,128,1484,1,2
1301866,-114.534882,2995,0,51,128,1484,1,2
1303104,-114.644905,2991,0,51,128,1486,1,2
1304368,-114.754929,2988,0,51,128,1486,1,2
1305636,-114.864952,2984,0,51,128,1484,1,2
1306866,-114.974976,2979,0,51,128,1485,1,2
1308104,-115.084999,2975,0,51,128,1485,1,2
1309368,-115.195023,2970,0,51,128,1485,1,2
1310629,-115.305046,2966,0,51,128,1486,1,2
1311866,-115.41507,2960,0,51,128,1486,1,2
1313104,-115.525093,2955,0,51,128,1486,1,2
1314368,-115.635117,2949,0,51,128,1485,1,2
1315636,-115.74514,2944,0,51,128,1485,1,2
1316866,-115.855164,2939,0,51,128,1485,1,2
1318104,-115.965187,2933,0,51,128,1486,1,2
1319374,-116.075211,2928,0,51,128,1488,1,2
1320629,-116.185234,2922,0,51,128,1487,1,2
1321866,-116.295258,2916,0,51,128,1487,1,2
1323104,-116.405281,2910,0,51,128,1486,1,2
1324393,-116.515305,2903,0,51,128,1487,1,2
1325629,-116.625328,2897,0,51,128,1485,1,2
1326866,-116.735352,2891,0,51,128,1488,1,2
1328104,-116.845375,2885,0,51,128,1486,1,2
1329368,-116.955399,2880,0,51,128,1487,1,2
1330636,-117.065422,2875,0,51,128,1488,1,2
1331866,-117.175446,2869,0,51,128,1487,1,2
1333104,-117.285469,2864,0,51,128,1487,1,2
1334367,-117.395493,2859,0,51,128,1487,1,2
1335636,-117.505516,2854,0,51,128,1488,1,2
1336866,-117.61554,2849,0,51,128,1487,1,2
1338110,-117.725563,2844,0,51,128,1487,1,2
1339362,-117.835587,2840,0,51,128,1486,1,2
1340636,-117.94561,2836,0,51,128,1487,1,2
1341866,-118.055634,2831,0,51,128,1488,1,2
1343110,-118.165657,2828,0,51,128,1486,1,2
1344368,-118.275681,2824,0,51,128,1488,1,2
1345628,-118.385704,2820,0,51,128,1488,1,2
1346866,-118.495728,2816,0,51,128,1487,1,2
1348103,-118.605751,2812,0,51,128,1488,1,2
1349361,-118.715775,2806,0,51,128,1487,1,2
1350632,-118.825798,2802,0,51,128,1487,1,2
1351866,-118.935822,2798,0,51,128,1487,1,2
1353103,-119.045845,2793,0,51,128,1486,1,2
1354361,-119.155869,2788,0,51,128,1487,1,2
1355626,-119.265892,2783,0,51,128,1488,1,2
1356865,-119.375916,2777,0,51,128,1489,1,2
1358104,-119.485939,2771,0,51,128,1488,1,2
1359374,-119.595963,2766,0,51,128,1487,1,2
1360629,-119.705986,2760,0,51,128,1488,1,2
1361872,-119.81601,2753,0,51,128,1489,1,2
1363111,-119.926033,2747,0,51,128,1488,1,2
1364368,-120.036057,2742,0,51,128,1489,1,2
1365636,-120.14608,2735,0,51,128,1488,1,2
1366866,-120.256104,2729,0,51,128,1489,1,2
1368104,-120.366127,2723,0,51,128,1488,1,2
1369368,-120.476151,2717,0,51,128,1488,1,2
1370636,-120.586174,2710,0,51,128,1489,1,2
1371871,-120.696198,2705,0,51,128,1488,1,2
1373104,-120.806221,2700,0,51,128,1489,1,2
1374375,-120.916245,2695,0,51,128,1488,1,2
1375636,-121.026268,2691,0,51,128,1488,1,2
1376866,-121.136292,2686,0,51,128,1489,1,2
1378111,-121.246315,2682,0,51,128,1488,1,2
1379368,-121.356339,2677,0,51,128,1488,1,2
1380629,-121.466362,2673,0,51,128,1489,1,2
1381866,-121.576385,2669,0,51,128,1487,1,2
1383104,-121.686409,2664,0,51,128,1489,1,2
1384374,-121.796432,2660,0,51,128,1490,1,2
