t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,mode,mode_label,turns
458,0.0,2505,0,51,128,65535,2,status_raw_agc,2
1703,-0.110025,2506,0,51,128,65535,2,status_raw_agc,2
2926,-0.220049,2509,0,51,128,65535,2,status_raw_agc,2
4174,-0.330074,1582,0,51,128,65535,2,status_raw_agc,2
5424,-0.440098,1579,0,51,128,65535,2,status_raw_agc,2
6674,-0.550123,1574,0,51,128,65535,2,status_raw_agc,2
7927,-0.660147,1569,0,51,128,65535,2,status_raw_agc,2
9174,-0.770172,1563,0,51,128,65535,2,status_raw_agc,2
10424,-0.880196,1558,0,51,128,65535,2,status_raw_agc,2
11674,-0.990221,1553,0,51,128,65535,2,status_raw_agc,2
12927,-1.100245,1547,0,51,128,65535,2,status_raw_agc,2
14174,-1.21027,1540,0,51,128,65535,2,status_raw_agc,2
15432,-1.320294,1535,0,51,128,65535,2,status_raw_agc,2
16674,-1.430319,1530,0,51,128,65535,2,status_raw_agc,2
17926,-1.540343,1525,0,51,128,65535,2,status_raw_agc,2
19174,-1.650367,1520,0,51,128,65535,2,status_raw_agc,2
20424,-1.760392,1515,0,51,128,65535,2,status_raw_agc,2
21674,-1.870416,1511,0,51,128,65535,2,status_raw_agc,2
22927,-1.980441,1506,0,51,128,65535,2,status_raw_agc,2
24180,-2.090465,1502,0,51,128,65535,2,status_raw_agc,2
25424,-2.20049,1498,0,51,128,65535,2,status_raw_agc,2
26674,-2.310514,1492,0,51,128,65535,2,status_raw_agc,2
27927,-2.420539,1488,0,51,128,65535,2,status_raw_agc,2
29174,-2.530563,1484,0,51,128,65535,2,status_raw_agc,2
30424,-2.640588,1481,0,51,128,65535,2,status_raw_agc,2
31675,-2.750612,1477,0,51,128,65535,2,status_raw_agc,2
32926,-2.860636,1472,0,51,128,65535,2,status_raw_agc,2
34180,-2.970661,1468,0,51,128,65535,2,status_raw_agc,2
35432,-3.080685,1463,0,51,128,65535,2,status_raw_agc,2
36674,-3.19071,1459,0,51,128,65535,2,status_raw_agc,2
37927,-3.300734,1455,0,51,128,65535,2,status_raw_agc,2
39174,-3.410759,1450,0,51,128,65535,2,status_raw_agc,2
40424,-3.520783,1444,0,51,128,65535,2,status_raw_agc,2
41675,-3.630808,1440,0,51,128,65535,2,status_raw_agc,2
42926,-3.740832,1435,0,51,128,65535,2,status_raw_agc,2
44174,-3.850857,1429,0,51,128,65535,2,status_raw_agc,2
45424,-3.960881,1424,0,51,128,65535,2,status_raw_agc,2
46674,-4.070906,1418,0,51,128,65535,2,status_raw_agc,2
47926,-4.18093,1412,0,51,128,65535,2,status_raw_agc,2
49174,-4.290955,1406,0,51,128,65535,2,status_raw_agc,2
50424,-4.400979,1400,0,51,128,65535,2,status_raw_agc,2
51673,-4.511003,1393,0,51,128,65535,2,status_raw_agc,2
52926,-4.621028,1388,0,51,128,65535,2,status_raw_agc,2
54174,-4.731052,1381,0,51,128,65535,2,status_raw_agc,2
55424,-4.841077,1376,0,51,128,65535,2,status_raw_agc,2
56673,-4.951101,1369,0,51,128,65535,2,status_raw_agc,2
