t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,turns
78086,-3.410758,3754,0,51,128,1479,1
79357,-3.465771,3751,0,51,128,1479,1
80595,-3.520783,3748,0,51,128,1480,1
81830,-3.575795,3745,0,51,128,1478,1
83086,-3.630807,3742,0,51,128,1478,1
84350,-3.68582,3739,0,51,128,1477,1
85592,-3.740832,3737,0,51,128,1478,1
86837,-3.795844,3735,0,51,128,1480,1
88086,-3.850856,3733,0,51,128,1478,1
89357,-3.905869,3731,0,51,128,1478,1
90598,-3.960881,3730,0,51,128,1478,1
91829,-4.015893,3728,0,51,128,1477,1
93085,-4.070905,3727,0,51,128,1479,1
94350,-4.125917,3726,0,51,128,1478,1
95598,-4.18093,3724,0,51,128,1478,1
96829,-4.235942,3722,0,51,128,1478,1
98085,-4.290954,3721,0,51,128,1478,1
99350,-4.345966,3717,0,51,128,1480,1
100592,-4.400979,3715,0,51,128,1477,1
101829,-4.455991,3712,0,51,128,1478,1
103085,-4.511003,3709,0,51,128,1478,1
104350,-4.566015,3708,0,51,128,1477,1
105592,-4.621027,3706,0,51,128,1479,1
106836,-4.67604,3703,0,51,128,1477,1
108086,-4.731052,3701,0,51,128,1477,1
109350,-4.786064,3699,0,51,128,1477,1
110592,-4.841076,3696,0,51,128,1477,1
111836,-4.896089,3694,0,51,128,1478,1
113086,-4.951101,3692,0,51,128,1478,1
114350,-5.006113,3689,0,51,128,1479,1
115598,-5.061125,3686,0,51,128,1478,1
116829,-5.116138,3685,0,51,128,1477,1
118086,-5.17115,3684,0,51,128,1477,1
119350,-5.226162,3682,0,51,128,1476,1
120605,-5.281174,3681,0,51,128,1477,1
121836,-5.336186,3680,0,51,128,1478,1
123086,-5.391199,3678,0,51,128,1478,1
124357,-5.446211,3676,0,51,128,1477,1
125592,-5.501223,3674,0,51,128,1478,1
126835,-5.556235,3672,0,51,128,1477,1
128085,-5.611248,3669,0,51,128,1478,1
129349,-5.66626,3666,0,51,128,1476,1
130592,-5.721272,3663,0,51,128,1477,1
131829,-5.776284,3660,0,51,128,1479,1
133085,-5.831296,3656,0,51,128,1476,1
134350,-5.886309,3652,0,51,128,1478,1
135592,-5.941321,3650,0,51,128,1476,1
136835,-5.996333,3646,0,51,128,1477,1
138085,-6.051345,3642,0,51,128,1477,1
139349,-6.106358,3638,0,51,128,1476,1
140598,-6.16137,3633,0,51,128,1477,1
141829,-6.216382,3631,0,51,128,1478,1
143085,-6.271394,3627,0,51,128,1478,1
144363,-6.326406,3624,0,51,128,1478,1
145609,-6.381419,3621,0,51,128,1478,1
146843,-6.436431,3618,0,51,128,1477,1
148100,-6.491443,3614,0,51,128,1477,1
149363,-6.546455,3611,0,51,128,1476,1
150603,-6.601468,3608,0,51,128,1476,1
151849,-6.65648,3605,0,51,128,1478,1
153101,-6.711492,3601,0,51,128,1478,1
154363,-6.766504,3598,0,51,128,1478,1
155603,-6.821517,3595,0,51,128,1476,1
156843,-6.876529,3591,0,51,128,1477,1
158101,-6.931541,3588,0,51,128,1478,1
159363,-6.986553,3585,0,51,128,1477,1
160603,-7.041565,3582,0,51,128,1476,1
161843,-7.096578,3581,0,51,128,1477,1
163100,-7.15159,3578,0,51,128,1477,1
164363,-7.206602,3576,0,51,128,1477,1
165603,-7.261614,3575,0,51,128,1477,1
166843,-7.316627,3572,0,51,128,1477,1
168101,-7.371639,3570,0,51,128,1478,1
169363,-7.426651,3568,0,51,128,1478,1
170603,-7.481663,3566,0,51,128,1476,1
171844,-7.536675,3562,0,51,128,1478,1
173101,-7.591688,3560,0,51,128,1477,1
174362,-7.6467,3559,0,51,128,1477,1
175602,-7.701712,3556,0,51,128,1477,1
176843,-7.756724,3555,0,51,128,1478,1
178100,-7.811737,3553,0,51,128,1477,1
179362,-7.866749,3550,0,51,128,1479,1
180609,-7.921761,3548,0,51,128,1478,1
181851,-7.976773,3545,0,51,128,1477,1
183119,-8.031786,3543,0,51,128,1476,1
184363,-8.086799,3540,0,51,128,1477,1
185609,-8.141811,3537,0,51,128,1478,1
186843,-8.196824,3536,0,51,128,1477,1
188100,-8.251837,3534,0,51,128,1477,1
189362,-8.306849,3532,0,51,128,1476,1
190609,-8.361862,3531,0,51,128,1478,1
191843,-8.416875,3530,0,51,128,1477,1
193113,-8.471888,3528,0,51,128,1477,1
194356,-8.5269,3527,0,51,128,1477,1
195603,-8.581913,3525,0,51,128,1477,1
196844,-8.636926,3522,0,51,128,1476,1
198113,-8.691938,3519,0,51,128,1477,1
199362,-8.746951,3517,0,51,128,1477,1
200603,-8.801964,3515,0,51,128,1478,1
201844,-8.856977,3512,0,51,128,1476,1
203100,-8.911989,3511,0,51,128,1477,1
204363,-8.967002,3508,0,51,128,1478,1
205603,-9.022015,3506,0,51,128,1478,1
206843,-9.077027,3503,0,51,128,1476,1
208101,-9.13204,3500,0,51,128,1476,1
209369,-9.187053,3497,0,51,128,1478,1
210610,-9.242065,3494,0,51,128,1477,1
211843,-9.297078,3490,0,51,128,1478,1
213100,-9.352091,3487,0,51,128,1477,1
214363,-9.407104,3484,0,51,128,1478,1
215603,-9.462116,3481,0,51,128,1477,1
216844,-9.517129,3478,0,51,128,1478,1
218112,-9.572142,3475,0,51,128,1477,1
219363,-9.627154,3472,0,51,128,1476,1
220603,-9.682167,3469,0,51,128,1477,1
221843,-9.73718,3466,0,51,128,1478,1
223101,-9.792192,3461,0,51,128,1478,1
224363,-9.847205,3459,0,51,128,1477,1
225603,-9.902218,3455,0,51,128,1478,1
226843,-9.957231,3452,0,51,128,1478,1
228100,-10.012243,3448,0,51,128,1478,1
229362,-10.067256,3445,0,51,128,1479,1
230603,-10.122269,3441,0,51,128,1477,1
231843,-10.177281,3438,0,51,128,1478,1
233100,-10.232294,3435,0,51,128,1478,1
234362,-10.287307,3433,0,51,128,1478,1
235603,-10.342319,3430,0,51,128,1479,1
236843,-10.397332,3428,0,51,128,1477,1
238106,-10.452345,3425,0,51,128,1478,1
239362,-10.507358,3423,0,51,128,1478,1
240609,-10.56237,3420,0,51,128,1478,1
241849,-10.617383,3417,0,51,128,1477,1
243100,-10.672396,3414,0,51,128,1477,1
244362,-10.727408,3411,0,51,128,1478,1
245602,-10.782421,3409,0,51,128,1477,1
246843,-10.837434,3406,0,51,128,1479,1
248112,-10.892447,3404,0,51,128,1478,1
249362,-10.947459,3401,0,51,128,1478,1
250602,-11.002472,3399,0,51,128,1477,1
251843,-11.057485,3396,0,51,128,1477,1
253093,-11.112497,3394,0,51,128,1478,1
254362,-11.16751,3392,0,51,128,1479,1
255602,-11.222523,3390,0,51,128,1479,1
256843,-11.277535,3388,0,51,128,1477,1
258100,-11.332548,3387,0,51,128,1478,1
259362,-11.387561,3386,0,51,128,1478,1
260602,-11.442574,3384,0,51,128,1479,1
261843,-11.497586,3383,0,51,128,1478,1
263100,-11.552599,3381,0,51,128,1478,1
264362,-11.607612,3380,0,51,128,1478,1
265608,-11.662624,3377,0,51,128,1478,1
266843,-11.717637,3375,0,51,128,1478,1
268106,-11.77265,3372,0,51,128,1479,1
269349,-11.827662,3370,0,51,128,1478,1
270601,-11.882675,3367,0,51,128,1479,1
271842,-11.937688,3364,0,51,128,1479,1
273092,-11.992701,3361,0,51,128,1479,1
274361,-12.047713,3358,0,51,128,1479,1
275601,-12.102726,3356,0,51,128,1479,1
276842,-12.157739,3354,0,51,128,1479,1
278093,-12.212751,3350,0,51,128,1478,1
279361,-12.267764,3348,0,51,128,1479,1
280608,-12.322777,3345,0,51,128,1478,1
281842,-12.377789,3342,0,51,128,1478,1
283111,-12.432802,3339,0,51,128,1479,1
284368,-12.487815,3337,0,51,128,1478,1
285601,-12.542828,3336,0,51,128,1478,1
286850,-12.59784,3335,0,51,128,1480,1
288101,-12.652853,3333,0,51,128,1478,1
289363,-12.707866,3331,0,51,128,1479,1
290603,-12.762878,3329,0,51,128,1479,1
291843,-12.817891,3327,0,51,128,1479,1
293100,-12.872904,3324,0,51,128,1478,1
294369,-12.927917,3321,0,51,128,1478,1
295616,-12.982929,3319,0,51,128,1479,1
296850,-13.037942,3315,0,51,128,1481,1
298100,-13.092955,3312,0,51,128,1479,1
299369,-13.147967,3308,0,51,128,1480,1
300603,-13.20298,3305,0,51,128,1480,1
301843,-13.257993,3302,0,51,128,1480,1
303101,-13.313005,3298,0,51,128,1480,1
304363,-13.368018,3295,0,51,128,1480,1
305603,-13.423031,3291,0,51,128,1479,1
306844,-13.478044,3288,0,51,128,1478,1
308100,-13.533056,3285,0,51,128,1480,1
309363,-13.588069,3283,0,51,128,1479,1
310603,-13.643082,3279,0,51,128,1481,1
311843,-13.698094,3277,0,51,128,1480,1
313113,-13.753107,3274,0,51,128,1478,1
314363,-13.80812,3271,0,51,128,1480,1
315603,-13.863132,3268,0,51,128,1480,1
316844,-13.918145,3265,0,51,128,1480,1
318100,-13.973158,3262,0,51,128,1479,1
319369,-14.028171,3260,0,51,128,1480,1
320608,-14.083183,3256,0,51,128,1480,1
321843,-14.138196,3253,0,51,128,1480,1
323100,-14.193209,3250,0,51,128,1481,1
324362,-14.248221,3246,0,51,128,1481,1
325603,-14.303234,3244,0,51,128,1480,1
326857,-14.358247,3242,0,51,128,1480,1
328100,-14.41326,3239,0,51,128,1480,1
329369,-14.468272,3237,0,51,128,1480,1
330609,-14.523285,3236,0,51,128,1481,1
331849,-14.578298,3233,0,51,128,1480,1
333113,-14.63331,3231,0,51,128,1480,1
334363,-14.688323,3229,0,51,128,1479,1
335603,-14.743336,3227,0,51,128,1480,1
336843,-14.798348,3225,0,51,128,1480,1
338113,-14.853361,3222,0,51,128,1480,1
339363,-14.908374,3220,0,51,128,1482,1
340603,-14.963387,3217,0,51,128,1481,1
341843,-15.018399,3215,0,51,128,1480,1
343101,-15.073412,3213,0,51,128,1482,1
344363,-15.128425,3211,0,51,128,1480,1
345603,-15.183437,3208,0,51,128,1480,1
346849,-15.23845,3205,0,51,128,1480,1
348113,-15.293463,3202,0,51,128,1480,1
349356,-15.348475,3200,0,51,128,1481,1
350603,-15.403488,3196,0,51,128,1480,1
351844,-15.458501,3194,0,51,128,1482,1
353100,-15.513514,3191,0,51,128,1481,1
354362,-15.568526,3189,0,51,128,1480,1
355603,-15.623539,3187,0,51,128,1481,1
356843,-15.678552,3186,0,51,128,1480,1
358100,-15.733564,3184,0,51,128,1480,1
359369,-15.788577,3182,0,51,128,1482,1
360603,-15.84359,3180,0,51,128,1481,1
361843,-15.898602,3178,0,51,128,1482,1
363100,-15.953615,3175,0,51,128,1481,1
364369,-16.008627,3173,0,51,128,1480,1
365610,-16.063639,3171,0,51,128,1482,1
366849,-16.11865,3169,0,51,128,1482,1
368101,-16.173662,3167,0,51,128,1481,1
369363,-16.228674,3164,0,51,128,1481,1
370603,-16.283686,3162,0,51,128,1483,1
371843,-16.338697,3160,0,51,128,1480,1
373113,-16.393709,3157,0,51,128,1481,1
374363,-16.448721,3154,0,51,128,1481,1
375615,-16.503733,3152,0,51,128,1483,1
376843,-16.558744,3148,0,51,128,1481,1
378100,-16.613756,3146,0,51,128,1481,1
379362,-16.668768,3143,0,51,128,1483,1
380609,-16.72378,3139,0,51,128,1480,1
381843,-16.778791,3137,0,51,128,1481,1
383112,-16.833803,3134,0,51,128,1481,1
384369,-16.888815,3132,0,51,128,1482,1
385603,-16.943827,3130,0,51,128,1483,1
386843,-16.998838,3127,0,51,128,1482,1
388092,-17.05385,3124,0,51,128,1483,1
389362,-17.108862,3121,0,51,128,1482,1
390603,-17.163874,3117,0,51,128,1483,1
391849,-17.218885,3114,0,51,128,1481,1
393118,-17.273897,3112,0,51,128,1483,1
394362,-17.328909,3109,0,51,128,1482,1
395609,-17.383921,3106,0,51,128,1483,1
396843,-17.438932,3102,0,51,128,1484,1
398112,-17.493944,3098,0,51,128,1482,1
399362,-17.548956,3095,0,51,128,1483,1
400610,-17.603968,3093,0,51,128,1482,1
401843,-17.658979,3091,0,51,128,1482,1
403106,-17.713991,3088,0,51,128,1482,1
404349,-17.769003,3086,0,51,128,1484,1
405602,-17.824015,3083,0,51,128,1484,1
406843,-17.879026,3080,0,51,128,1482,1
408106,-17.934038,3078,0,51,128,1483,1
409362,-17.98905,3074,0,51,128,1484,1
410602,-18.044062,3072,0,51,128,1483,1
411842,-18.099073,3069,0,51,128,1483,1
413111,-18.154085,3066,0,51,128,1484,1
414361,-18.209097,3063,0,51,128,1484,1
415601,-18.264109,3060,0,51,128,1484,1
416842,-18.31912,3057,0,51,128,1483,1
418093,-18.374132,3054,0,51,128,1483,1
419361,-18.429144,3051,0,51,128,1483,1
420601,-18.484156,3048,0,51,128,1483,1
421848,-18.539167,3045,0,51,128,1483,1
423093,-18.594179,3044,0,51,128,1483,1
424362,-18.649191,3042,0,51,128,1484,1
425601,-18.704203,3041,0,51,128,1483,1
426842,-18.759214,3039,0,51,128,1484,1
428092,-18.814226,3038,0,51,128,1482,1
429363,-18.869238,3035,0,51,128,1483,1
430603,-18.92425,3033,0,51,128,1484,1
431850,-18.979261,3031,0,51,128,1481,1
433101,-19.034273,3029,0,51,128,1482,1
434363,-19.089285,3026,0,51,128,1483,1
435610,-19.144297,3023,0,51,128,1483,1
436844,-19.199308,3021,0,51,128,1483,1
438100,-19.25432,3018,0,51,128,1485,1
439363,-19.309332,3016,0,51,128,1483,1
440603,-19.364344,3014,0,51,128,1484,1
441849,-19.419355,3012,0,51,128,1485,1
443101,-19.474367,3009,0,51,128,1484,1
444363,-19.529379,3006,0,51,128,1483,1
445603,-19.584391,3004,0,51,128,1484,1
446844,-19.639402,3001,0,51,128,1483,1
448107,-19.694414,2999,0,51,128,1483,1
449363,-19.749426,2998,0,51,128,1484,1
450603,-19.804438,2996,0,51,128,1484,1
451843,-19.859449,2995,0,51,128,1484,1
453113,-19.914461,2993,0,51,128,1484,1
454350,-19.969473,2991,0,51,128,1484,1
455603,-20.024485,2990,0,51,128,1485,1
456844,-20.079496,2988,0,51,128,1484,1
458101,-20.134508,2986,0,51,128,1485,1
459350,-20.18952,2984,0,51,128,1485,1
460603,-20.244532,2982,0,51,128,1484,1
461843,-20.299543,2978,0,51,128,1484,1
463112,-20.354555,2976,0,51,128,1484,1
464362,-20.409567,2972,0,51,128,1483,1
465603,-20.464579,2969,0,51,128,1486,1
466850,-20.51959,2966,0,51,128,1483,1
468101,-20.574602,2963,0,51,128,1484,1
469363,-20.629614,2960,0,51,128,1485,1
470603,-20.684626,2957,0,51,128,1485,1
471843,-20.739637,2952,0,51,128,1484,1
473101,-20.794649,2949,0,51,128,1484,1
474364,-20.849661,2947,0,51,128,1485,1
475603,-20.904673,2944,0,51,128,1485,1
476843,-20.959684,2942,0,51,128,1485,1
478100,-21.014696,2939,0,51,128,1486,1
479363,-21.069708,2936,0,51,128,1484,1
480603,-21.12472,2933,0,51,128,1486,1
481850,-21.179731,2930,0,51,128,1485,1
483107,-21.234743,2927,0,51,128,1485,1
484363,-21.289755,2924,0,51,128,1485,1
485603,-21.344767,2921,0,51,128,1486,1
486843,-21.399778,2917,0,51,128,1484,1
488101,-21.45479,2914,0,51,128,1486,1
489363,-21.509802,2910,0,51,128,1486,1
490609,-21.564814,2907,0,51,128,1485,1
491843,-21.619825,2903,0,51,128,1485,1
493100,-21.674837,2899,0,51,128,1486,1
494362,-21.729849,2897,0,51,128,1485,1
495608,-21.784861,2894,0,51,128,1486,1
496844,-21.839872,2892,0,51,128,1486,1
498101,-21.894884,2890,0,51,128,1485,1
499363,-21.949896,2888,0,51,128,1486,1
500603,-22.004908,2885,0,51,128,1485,1
501844,-22.059919,2883,0,51,128,1486,1
503100,-22.114931,2881,0,51,128,1486,1
504363,-22.169943,2877,0,51,128,1485,1
505603,-22.224955,2875,0,51,128,1485,1
506843,-22.279966,2874,0,51,128,1485,1
508107,-22.334978,2871,0,51,128,1486,1
509363,-22.38999,2869,0,51,128,1486,1
510609,-22.445002,2867,0,51,128,1486,1
511843,-22.500013,2864,0,51,128,1487,1
513101,-22.555025,2861,0,51,128,1486,1
514363,-22.610037,2859,0,51,128,1485,1
515608,-22.665049,2856,0,51,128,1487,1
516850,-22.72006,2854,0,51,128,1485,1
518113,-22.775072,2851,0,51,128,1486,1
519362,-22.830084,2850,0,51,128,1486,1
520602,-22.885096,2848,0,51,128,1485,1
521849,-22.940107,2847,0,51,128,1486,1
523100,-22.995119,2845,0,51,128,1487,1
524362,-23.050131,2844,0,51,128,1486,1
525602,-23.105143,2842,0,51,128,1487,1
526843,-23.160154,2840,0,51,128,1487,1
528106,-23.215166,2838,0,51,128,1487,1
529362,-23.270178,2836,0,51,128,1486,1
530603,-23.32519,2834,0,51,128,1485,1
531849,-23.380201,2832,0,51,128,1487,1
533106,-23.435213,2830,0,51,128,1485,1
534350,-23.490225,2827,0,51,128,1486,1
535603,-23.545237,2826,0,51,128,1486,1
536843,-23.600248,2824,0,51,128,1487,1
538112,-23.65526,2822,0,51,128,1487,1
539368,-23.710272,2820,0,51,128,1486,1
540609,-23.765284,2818,0,51,128,1486,1
541843,-23.820295,2814,0,51,128,1488,1
543106,-23.875307,2812,0,51,128,1488,1
544362,-23.930319,2809,0,51,128,1486,1
545603,-23.985331,2806,0,51,128,1486,1
546843,-24.040342,2803,0,51,128,1487,1
548100,-24.095354,2800,0,51,128,1486,1
549362,-24.150366,2799,0,51,128,1485,1
550609,-24.205378,2796,0,51,128,1488,1
551843,-24.260389,2794,0,51,128,1487,1
553118,-24.315401,2790,0,51,128,1487,1
554349,-24.370413,2788,0,51,128,1486,1
555608,-24.425425,2784,0,51,128,1487,1
556842,-24.480436,2781,0,51,128,1487,1
558093,-24.535448,2777,0,51,128,1487,1
559349,-24.59046,2774,0,51,128,1486,1
560602,-24.645472,2771,0,51,128,1487,1
561842,-24.700483,2767,0,51,128,1487,1
563093,-24.755495,2763,0,51,128,1487,1
564361,-24.810507,2760,0,51,128,1488,1
565608,-24.865519,2756,0,51,128,1488,1
566842,-24.92053,2752,0,51,128,1487,1
568112,-24.975542,2749,0,51,128,1489,1
569362,-25.030554,2747,0,51,128,1488,1
570601,-25.085566,2744,0,51,128,1487,1
571844,-25.140577,2740,0,51,128,1488,1
573100,-25.195589,2738,0,51,128,1487,1
574363,-25.250601,2735,0,51,128,1487,1
575603,-25.305613,2732,0,51,128,1487,1
576843,-25.360624,2729,0,51,128,1488,1
578100,-25.415636,2726,0,51,128,1487,1
579363,-25.470648,2723,0,51,128,1488,1
580603,-25.52566,2721,0,51,128,1488,1
581850,-25.580671,2717,0,51,128,1488,1
583100,-25.635683,2715,0,51,128,1488,1
584363,-25.690695,2712,0,51,128,1488,1
585603,-25.745707,2709,0,51,128,1488,1
586843,-25.800718,2707,0,51,128,1488,1
588107,-25.85573,2705,0,51,128,1487,1
589363,-25.910742,2704,0,51,128,1488,1
590603,-25.965754,2703,0,51,128,1489,1
591844,-26.020765,2701,0,51,128,1488,1
593100,-26.075777,2700,0,51,128,1488,1
594363,-26.130789,2699,0,51,128,1487,1
595603,-26.185801,2697,0,51,128,1487,1
596844,-26.240812,2695,0,51,128,1488,1
598100,-26.295824,2693,0,51,128,1488,1
599362,-26.350836,2691,0,51,128,1487,1
600603,-26.405848,2688,0,51,128,1488,1
601843,-26.460859,2685,0,51,128,1489,1
603113,-26.515871,2683,0,51,128,1488,1
604362,-26.570883,2681,0,51,128,1488,1
605603,-26.625895,2678,0,51,128,1488,1
606843,-26.680906,2677,0,51,128,1489,1
608100,-26.735918,2674,0,51,128,1489,1
609363,-26.79093,2672,0,51,128,1488,1
610603,-26.845942,2670,0,51,128,1489,1
611843,-26.900953,2667,0,51,128,1489,1
613112,-26.955965,2665,0,51,128,1488,1
614363,-27.010977,2662,0,51,128,1489,1
615603,-27.065989,2660,0,51,128,1490,1
616844,-27.121,2658,0,51,128,1488,1
618113,-27.176012,2657,0,51,128,1488,1
619363,-27.231024,2655,0,51,128,1489,1
620603,-27.286036,2654,0,51,128,1488,1
621844,-27.341047,2653,0,51,128,1489,1
623113,-27.396059,2651,0,51,128,1488,1
624363,-27.451071,2649,0,51,128,1488,1
625603,-27.506083,2647,0,51,128,1488,1
626843,-27.561094,2645,0,51,128,1489,1
628100,-27.616106,2642,0,51,128,1488,1
629363,-27.671118,2639,0,51,128,1487,1
630608,-27.72613,2636,0,51,128,1488,1
631843,-27.781141,2633,0,51,128,1489,1
633101,-27.836153,2631,0,51,128,1489,1
634363,-27.891165,2627,0,51,128,1488,1
635603,-27.946177,2623,0,51,128,1488,1
636843,-28.001188,2620,0,51,128,1489,1
638100,-28.0562,2616,0,51,128,1488,1
639363,-28.111212,2612,0,51,128,1489,1
640603,-28.166224,2608,0,51,128,1489,1
641850,-28.221235,2605,0,51,128,1488,1
643100,-28.276247,2601,0,51,128,1488,1
644362,-28.331259,2598,0,51,128,1489,1
645603,-28.386271,2595,0,51,128,1490,1
646844,-28.441282,2592,0,51,128,1489,1
648100,-28.496294,2588,0,51,128,1489,1
649362,-28.551306,2585,0,51,128,1488,1
650603,-28.606318,2582,0,51,128,1490,1
651850,-28.661329,2578,0,51,128,1489,1
653107,-28.716341,2575,0,51,128,1489,1
654369,-28.771353,2572,0,51,128,1490,1
655603,-28.826365,2569,0,51,128,1489,1
656843,-28.881376,2565,0,51,128,1489,1
658100,-28.936388,2562,0,51,128,1490,1
659362,-28.9914,2559,0,51,128,1489,1
660615,-29.046412,2556,0,51,128,1489,1
661843,-29.101423,2555,0,51,128,1488,1
663106,-29.156435,2552,0,51,128,1489,1
664349,-29.211447,2550,0,51,128,1490,1
665608,-29.266459,2549,0,51,128,1488,1
666843,-29.32147,2546,0,51,128,1489,1
668106,-29.376482,2545,0,51,128,1488,1
669349,-29.431494,2542,0,51,128,1489,1
670603,-29.486506,2540,0,51,128,1489,1
671843,-29.541517,2537,0,51,128,1490,1
673100,-29.596529,2536,0,51,128,1489,1
674362,-29.651541,2533,0,51,128,1490,1
675602,-29.706553,2532,0,51,128,1489,1
676843,-29.761564,2530,0,51,128,1489,1
678093,-29.816576,2528,0,51,128,1488,1
679368,-29.871588,2526,0,51,128,1488,1
680602,-29.9266,2523,0,51,128,1489,1
681849,-29.981611,2521,0,51,128,1491,1
683100,-30.036623,2518,0,51,128,1489,1
684362,-30.091635,2515,0,51,128,1489,1
685603,-30.146646,2513,0,51,128,1490,1
686843,-30.201658,2511,0,51,128,1489,1
688112,-30.25667,2509,0,51,128,1489,1
689362,-30.311682,2508,0,51,128,1489,1
690602,-30.366693,2507,0,51,128,1489,1
691843,-30.421705,2506,0,51,128,1489,1
693100,-30.476717,2504,0,51,128,1490,1
694362,-30.531729,2502,0,51,128,1489,1
695610,-30.58674,2501,0,51,128,1489,1
696842,-30.641752,2498,0,51,128,1490,1
698093,-30.696764,2495,0,51,128,1490,1
699361,-30.751776,2493,0,51,128,1489,1
700615,-30.806787,2491,0,51,128,1489,1
701842,-30.861799,2488,0,51,128,1489,1
703093,-30.916811,2487,0,51,128,1490,1
704361,-30.971823,2484,0,51,128,1490,1
705602,-31.026834,2481,0,51,128,1489,1
706848,-31.081846,2479,0,51,128,1489,1
708093,-31.136858,2476,0,51,128,1488,1
709349,-31.19187,2473,0,51,128,1490,1
710613,-31.246881,2470,0,51,128,1488,1
711842,-31.301893,2466,0,51,128,1490,1
713092,-31.356905,2463,0,51,128,1488,1
714362,-31.411917,2460,0,51,128,1488,1
715603,-31.466928,2457,0,51,128,1490,1
716843,-31.52194,2454,0,51,128,1490,1
718107,-31.576952,2451,0,51,128,1489,1
719369,-31.631964,2448,0,51,128,1489,1
720603,-31.686975,2445,0,51,128,1489,1
721843,-31.741987,2441,0,51,128,1490,1
723101,-31.796999,2438,0,51,128,1489,1
724363,-31.852011,2435,0,51,128,1489,1
725603,-31.907022,2432,0,51,128,1489,1
726844,-31.962034,2429,0,51,128,1490,1
728113,-32.017048,2425,0,51,128,1491,1
729363,-32.07206,2422,0,51,128,1490,1
730603,-32.127071,2418,0,51,128,1490,1
731843,-32.182083,2415,0,51,128,1489,1
733101,-32.237095,2412,0,51,128,1490,1
734363,-32.292107,2409,0,51,128,1490,1
735603,-32.347118,2407,0,51,128,1489,1
736844,-32.40213,2405,0,51,128,1490,1
738101,-32.457142,2402,0,51,128,1491,1
739363,-32.512154,2399,0,51,128,1490,1
740603,-32.567165,2397,0,51,128,1489,1
741844,-32.622177,2394,0,51,128,1490,1
743101,-32.677189,2391,0,51,128,1490,1
744363,-32.732201,2389,0,51,128,1490,1
745609,-32.787212,2386,0,51,128,1490,1
746843,-32.842224,2384,0,51,128,1490,1
748101,-32.897236,2381,0,51,128,1490,1
749363,-32.952248,2379,0,51,128,1491,1
750608,-33.007259,2376,0,51,128,1490,1
751844,-33.062271,2373,0,51,128,1490,1
753113,-33.117283,2370,0,51,128,1488,1
754363,-33.172295,2368,0,51,128,1490,1
755603,-33.227306,2367,0,51,128,1489,1
