t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,mode,mode_label,turns
688,0.0,1547,0,255,255,65535,0,raw_only,2
1586,-0.110025,1545,0,255,255,65535,0,raw_only,2
2745,-0.220049,1538,0,255,255,65535,0,raw_only,2
3999,-0.330074,1528,0,255,255,65535,0,raw_only,2
5248,-0.440098,1520,0,255,255,65535,0,raw_only,2
6495,-0.550123,1514,0,255,255,65535,0,raw_only,2
7745,-0.660147,1510,0,255,255,65535,0,raw_only,2
8995,-0.770172,1507,0,255,255,65535,0,raw_only,2
10254,-0.880196,1507,0,255,255,65535,0,raw_only,2
11495,-0.990221,1507,0,255,255,65535,0,raw_only,2
12745,-1.100245,1508,0,255,255,65535,0,raw_only,2
13995,-1.21027,1508,0,255,255,65535,0,raw_only,2
15248,-1.320294,1508,0,255,255,65535,0,raw_only,2
16495,-1.430319,1509,0,255,255,65535,0,raw_only,2
17745,-1.540343,1511,0,255,255,65535,0,raw_only,2
18995,-1.650367,1513,0,255,255,65535,0,raw_only,2
20248,-1.760392,1518,0,255,255,65535,0,raw_only,2
21495,-1.870416,1522,0,255,255,65535,0,raw_only,2
22745,-1.980441,1528,0,255,255,65535,0,raw_only,2
23995,-2.090465,1533,0,255,255,65535,0,raw_only,2
25248,-2.20049,1538,0,255,255,65535,0,raw_only,2
26495,-2.310514,1542,0,255,255,65535,0,raw_only,2
27745,-2.420539,1546,0,255,255,65535,0,raw_only,2
28995,-2.530563,1549,0,255,255,65535,0,raw_only,2
30248,-2.640588,1553,0,255,255,65535,0,raw_only,2
31495,-2.750612,1556,0,255,255,65535,0,raw_only,2
32745,-2.860636,1562,0,255,255,65535,0,raw_only,2
33995,-2.970661,1567,0,255,255,65535,0,raw_only,2
35248,-3.080685,1572,0,255,255,65535,0,raw_only,2
36495,-3.19071,1576,0,255,255,65535,0,raw_only,2
37745,-3.300734,1582,0,255,255,65535,0,raw_only,2
38995,-3.410759,1587,0,255,255,65535,0,raw_only,2
40248,-3.520783,1593,0,255,255,65535,0,raw_only,2
41495,-3.630808,1600,0,255,255,65535,0,raw_only,2
42745,-3.740832,1607,0,255,255,65535,0,raw_only,2
43995,-3.850857,1612,0,255,255,65535,0,raw_only,2
45254,-3.960881,1619,0,255,255,65535,0,raw_only,2
46494,-4.070906,1625,0,255,255,65535,0,raw_only,2
47765,-4.18093,1633,0,255,255,65535,0,raw_only,2
48994,-4.290955,1640,0,255,255,65535,0,raw_only,2
50248,-4.400979,1647,0,255,255,65535,0,raw_only,2
51494,-4.511003,1654,0,255,255,65535,0,raw_only,2
52744,-4.621028,1661,0,255,255,65535,0,raw_only,2
53995,-4.731052,1669,0,255,255,65535,0,raw_only,2
55248,-4.841077,1676,0,255,255,65535,0,raw_only,2
56494,-4.951101,1682,0,255,255,65535,0,raw_only,2
57744,-5.061126,1688,0,255,255,65535,0,raw_only,2
58994,-5.17115,1694,0,255,255,65535,0,raw_only,2
60248,-5.281175,1700,0,255,255,65535,0,raw_only,2
61494,-5.391199,1706,0,255,255,65535,0,raw_only,2
62743,-5.501224,1712,0,255,255,65535,0,raw_only,2
63994,-5.611248,1718,0,255,255,65535,0,raw_only,2
65248,-5.721272,1722,0,255,255,65535,0,raw_only,2
66494,-5.831297,1726,0,255,255,65535,0,raw_only,2
67743,-5.941321,1730,0,255,255,65535,0,raw_only,2
68994,-6.051346,1734,0,255,255,65535,0,raw_only,2
70248,-6.16137,1737,0,255,255,65535,0,raw_only,2
71494,-6.271395,1741,0,255,255,65535,0,raw_only,2
72798,-6.381419,1745,0,255,255,65535,0,raw_only,2
73995,-6.491444,1750,0,255,255,65535,0,raw_only,2
75248,-6.601468,1754,0,255,255,65535,0,raw_only,2
76496,-6.711493,1758,0,255,255,65535,0,raw_only,2
77745,-6.821517,1762,0,255,255,65535,0,raw_only,2
78995,-6.931541,1766,0,255,255,65535,0,raw_only,2
80248,-7.041566,1770,0,255,255,65535,0,raw_only,2
81495,-7.15159,1773,0,255,255,65535,0,raw_only,2
82745,-7.261615,1777,0,255,255,65535,0,raw_only,2
84001,-7.371639,1780,0,255,255,65535,0,raw_only,2
85248,-7.481664,1785,0,255,255,65535,0,raw_only,2
86495,-7.591688,1789,0,255,255,65535,0,raw_only,2
87745,-7.701713,1795,0,255,255,65535,0,raw_only,2
88995,-7.811737,1799,0,255,255,65535,0,raw_only,2
90248,-7.921762,1803,0,255,255,65535,0,raw_only,2
91495,-8.031786,1809,0,255,255,65535,0,raw_only,2
92766,-8.14181,1814,0,255,255,65535,0,raw_only,2
93995,-8.251835,1819,0,255,255,65535,0,raw_only,2
95248,-8.361859,1824,0,255,255,65535,0,raw_only,2
96495,-8.471884,1829,0,255,255,65535,0,raw_only,2
97745,-8.581908,1833,0,255,255,65535,0,raw_only,2
98996,-8.691933,1838,0,255,255,65535,0,raw_only,2
100248,-8.801957,1843,0,255,255,65535,0,raw_only,2
101496,-8.911982,1848,0,255,255,65535,0,raw_only,2
102745,-9.022006,1854,0,255,255,65535,0,raw_only,2
104002,-9.13203,1859,0,255,255,65535,0,raw_only,2
105248,-9.242055,1864,0,255,255,65535,0,raw_only,2
106495,-9.352079,1870,0,255,255,65535,0,raw_only,2
107745,-9.462104,1875,0,255,255,65535,0,raw_only,2
108995,-9.572128,1881,0,255,255,65535,0,raw_only,2
110248,-9.682153,1886,0,255,255,65535,0,raw_only,2
111496,-9.792177,1892,0,255,255,65535,0,raw_only,2
112745,-9.902202,1897,0,255,255,65535,0,raw_only,2
113995,-10.012226,1903,0,255,255,65535,0,raw_only,2
115248,-10.122251,1910,0,255,255,65535,0,raw_only,2
116495,-10.232275,1915,0,255,255,65535,0,raw_only,2
117745,-10.342299,1921,0,255,255,65535,0,raw_only,2
119001,-10.452324,1926,0,255,255,65535,0,raw_only,2
120255,-10.562348,1932,0,255,255,65535,0,raw_only,2
121495,-10.672373,1937,0,255,255,65535,0,raw_only,2
122745,-10.782397,1943,0,255,255,65535,0,raw_only,2
123995,-10.892422,1949,0,255,255,65535,0,raw_only,2
125248,-11.002446,1955,0,255,255,65535,0,raw_only,2
126495,-11.112471,1960,0,255,255,65535,0,raw_only,2
127745,-11.222495,1965,0,255,255,65535,0,raw_only,2
128995,-11.33252,1970,0,255,255,65535,0,raw_only,2
130255,-11.442544,1974,0,255,255,65535,0,raw_only,2
131495,-11.552568,1979,0,255,255,65535,0,raw_only,2
132744,-11.662593,1983,0,255,255,65535,0,raw_only,2
133995,-11.772617,1989,0,255,255,65535,0,raw_only,2
135248,-11.882642,1995,0,255,255,65535,0,raw_only,2
136494,-11.992666,1999,0,255,255,65535,0,raw_only,2
137744,-12.102691,2005,0,255,255,65535,0,raw_only,2
138994,-12.212715,2009,0,255,255,65535,0,raw_only,2
140248,-12.32274,2014,0,255,255,65535,0,raw_only,2
141494,-12.432764,2019,0,255,255,65535,0,raw_only,2
142752,-12.542789,2022,0,255,255,65535,0,raw_only,2
144002,-12.652813,2027,0,255,255,65535,0,raw_only,2
145248,-12.762837,2032,0,255,255,65535,0,raw_only,2
146501,-12.872862,2037,0,255,255,65535,0,raw_only,2
