t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,mode,mode_label,turns
644,0.0,3967,0,51,128,1488,3,status_raw_agc_mag,2
1898,-0.110025,128,0,51,128,1490,3,status_raw_agc_mag,2
3108,-0.220049,126,0,51,128,1490,3,status_raw_agc_mag,2
4361,-0.330074,123,0,51,128,1489,3,status_raw_agc_mag,2
5607,-0.440098,119,0,51,128,1489,3,status_raw_agc_mag,2
6862,-0.550123,116,0,51,128,1487,3,status_raw_agc_mag,2
8107,-0.660147,112,0,51,128,1487,3,status_raw_agc_mag,2
9361,-0.770172,108,0,51,128,1489,3,status_raw_agc_mag,2
10607,-0.880196,103,0,51,128,1489,3,status_raw_agc_mag,2
11862,-0.990221,99,0,51,128,1488,3,status_raw_agc_mag,2
13108,-1.100245,95,0,51,128,1487,3,status_raw_agc_mag,2
14368,-1.21027,90,0,51,128,1487,3,status_raw_agc_mag,2
15607,-1.320294,85,0,51,128,1487,3,status_raw_agc_mag,2
16868,-1.430319,81,0,51,128,1486,3,status_raw_agc_mag,2
18107,-1.540343,75,0,51,128,1487,3,status_raw_agc_mag,2
19368,-1.650367,71,0,51,128,1487,3,status_raw_agc_mag,2
20607,-1.760392,65,0,51,128,1487,3,status_raw_agc_mag,2
21868,-1.870416,60,0,51,128,1488,3,status_raw_agc_mag,2
23108,-1.980441,54,0,51,128,1486,3,status_raw_agc_mag,2
24361,-2.090465,48,0,51,128,1486,3,status_raw_agc_mag,2
25613,-2.20049,44,0,51,128,1486,3,status_raw_agc_mag,2
26868,-2.310514,37,0,51,128,1487,3,status_raw_agc_mag,2
28114,-2.420539,32,0,51,128,1487,3,status_raw_agc_mag,2
29368,-2.530563,25,0,51,128,1486,3,status_raw_agc_mag,2
30607,-2.640588,20,0,51,128,1486,3,status_raw_agc_mag,2
31868,-2.750612,15,0,51,128,1485,3,status_raw_agc_mag,2
33108,-2.860636,9,0,51,128,1487,3,status_raw_agc_mag,2
