t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,mode,mode_label,turns
808,0.0,2505,0,51,128,65535,2,status_raw_agc,2
2016,-0.110025,1589,0,51,128,65535,2,status_raw_agc,2
3236,-0.220049,1585,0,51,128,65535,2,status_raw_agc,2
4506,-0.330074,1582,0,51,128,65535,2,status_raw_agc,2
5755,-0.440098,1578,0,51,128,65535,2,status_raw_agc,2
7007,-0.550123,1573,0,51,128,65535,2,status_raw_agc,2
8236,-0.660147,1568,0,51,128,65535,2,status_raw_agc,2
9500,-0.770172,1562,0,51,128,65535,2,status_raw_agc,2
10761,-0.880196,1557,0,51,128,65535,2,status_raw_agc,2
12007,-0.990221,1552,0,51,128,65535,2,status_raw_agc,2
13236,-1.100245,1545,0,51,128,65535,2,status_raw_agc,2
14506,-1.21027,1539,0,51,128,65535,2,status_raw_agc,2
15742,-1.320294,1534,0,51,128,65535,2,status_raw_agc,2
17004,-1.430319,1529,0,51,128,65535,2,status_raw_agc,2
18236,-1.540343,1524,0,51,128,65535,2,status_raw_agc,2
19500,-1.650367,1520,0,51,128,65535,2,status_raw_agc,2
20754,-1.760392,1515,0,51,128,65535,2,status_raw_agc,2
22004,-1.870416,1510,0,51,128,65535,2,status_raw_agc,2
23242,-1.980441,1505,0,51,128,65535,2,status_raw_agc,2
24506,-2.090465,1501,0,51,128,65535,2,status_raw_agc,2
25755,-2.20049,1496,0,51,128,65535,2,status_raw_agc,2
27004,-2.310514,1492,0,51,128,65535,2,status_raw_agc,2
28242,-2.420539,1487,0,51,128,65535,2,status_raw_agc,2
29499,-2.530563,1483,0,51,128,65535,2,status_raw_agc,2
30755,-2.640588,1479,0,51,128,65535,2,status_raw_agc,2
32004,-2.750612,1476,0,51,128,65535,2,status_raw_agc,2
33236,-2.860636,1471,0,51,128,65535,2,status_raw_agc,2
34499,-2.970661,1467,0,51,128,65535,2,status_raw_agc,2
35755,-3.080685,1462,0,51,128,65535,2,status_raw_agc,2
37004,-3.19071,1459,0,51,128,65535,2,status_raw_agc,2
38236,-3.300734,1454,0,51,128,65535,2,status_raw_agc,2
39500,-3.410759,1449,0,51,128,65535,2,status_raw_agc,2
40755,-3.520783,1443,0,51,128,65535,2,status_raw_agc,2
42004,-3.630808,1438,0,51,128,65535,2,status_raw_agc,2
43236,-3.740832,1434,0,51,128,65535,2,status_raw_agc,2
44506,-3.850857,1428,0,51,128,65535,2,status_raw_agc,2
45755,-3.960881,1422,0,51,128,65535,2,status_raw_agc,2
47004,-4.070906,1416,0,51,128,65535,2,status_raw_agc,2
48236,-4.18093,1411,0,51,128,65535,2,status_raw_agc,2
49506,-4.290955,1405,0,51,128,65535,2,status_raw_agc,2
50755,-4.400979,1399,0,51,128,65535,2,status_raw_agc,2
52004,-4.511003,1392,0,51,128,65535,2,status_raw_agc,2
53236,-4.621028,1387,0,51,128,65535,2,status_raw_agc,2
54499,-4.731052,1380,0,51,128,65535,2,status_raw_agc,2
55748,-4.841077,1375,0,51,128,65535,2,status_raw_agc,2
57004,-4.951101,1369,0,51,128,65535,2,status_raw_agc,2
58242,-5.061126,1363,0,51,128,65535,2,status_raw_agc,2
59505,-5.17115,1358,0,51,128,65535,2,status_raw_agc,2
60748,-5.281175,1351,0,51,128,65535,2,status_raw_agc,2
62004,-5.391199,1346,0,51,128,65535,2,status_raw_agc,2
63234,-5.501224,1341,0,51,128,65535,2,status_raw_agc,2
64499,-5.611248,1336,0,51,128,65535,2,status_raw_agc,2
65754,-5.721272,1332,0,51,128,65535,2,status_raw_agc,2
67004,-5.831297,1328,0,51,128,65535,2,status_raw_agc,2
68234,-5.941321,1323,0,51,128,65535,2,status_raw_agc,2
69498,-6.051346,1319,0,51,128,65535,2,status_raw_agc,2
70760,-6.16137,1314,0,51,128,65535,2,status_raw_agc,2
72016,-6.271395,1309,0,51,128,65535,2,status_raw_agc,2
73247,-6.381419,1304,0,51,128,65535,2,status_raw_agc,2
74501,-6.491444,1299,0,51,128,65535,2,status_raw_agc,2
75745,-6.601468,1294,0,51,128,65535,2,status_raw_agc,2
77003,-6.711493,1290,0,51,128,65535,2,status_raw_agc,2
78244,-6.821517,1286,0,51,128,65535,2,status_raw_agc,2
79501,-6.931541,1281,0,51,128,65535,2,status_raw_agc,2
