t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,diag_enabled,turns
702756,-61.833622,2048,0,255,255,65535,0,2
704007,-61.943645,1347,0,255,255,65535,0,2
705283,-62.053669,2048,0,255,255,65535,0,2
706519,-62.163692,2758,0,255,255,65535,0,2
707756,-62.273716,2047,0,255,255,65535,0,2
709006,-62.383739,2767,0,255,255,65535,0,2
710283,-62.493763,2772,0,255,255,65535,0,2
711519,-62.603786,2775,0,255,255,65535,0,2
712756,-62.71381,2780,0,255,255,65535,0,2
714006,-62.823833,2785,0,255,255,65535,0,2
715284,-62.933857,2790,0,255,255,65535,0,2
716521,-63.04388,2794,0,255,255,65535,0,2
717770,-63.153904,2048,0,255,255,65535,0,2
719007,-63.263927,2804,0,255,255,65535,0,2
720284,-63.373951,2048,0,255,255,65535,0,2
721519,-63.483974,1283,0,255,255,65535,0,2
722757,-63.593998,2817,0,255,255,65535,0,2
724007,-63.704021,1273,0,255,255,65535,0,2
725284,-63.814045,2048,0,255,255,65535,0,2
726519,-63.924068,2047,0,255,255,65535,0,2
727757,-64.034096,1258,0,255,255,65535,0,2
729007,-64.144119,2843,0,255,255,65535,0,2
730284,-64.254143,2848,0,255,255,65535,0,2
731520,-64.364166,2855,0,255,255,65535,0,2
732757,-64.47419,2860,0,255,255,65535,0,2
734007,-64.584213,2866,0,255,255,65535,0,2
735284,-64.694237,2872,0,255,255,65535,0,2
736521,-64.80426,2878,0,255,255,65535,0,2
737758,-64.914284,2047,0,255,255,65535,0,2
739007,-65.024307,2889,0,255,255,65535,0,2
740284,-65.134331,2895,0,255,255,65535,0,2
741520,-65.244354,1193,0,255,255,65535,0,2
742757,-65.354378,1188,0,255,255,65535,0,2
744007,-65.464401,2048,0,255,255,65535,0,2
745284,-65.574425,1178,0,255,255,65535,0,2
746519,-65.684448,2922,0,255,255,65535,0,2
747757,-65.794472,1168,0,255,255,65535,0,2
749007,-65.904495,2932,0,255,255,65535,0,2
750284,-66.014519,2937,0,255,255,65535,0,2
751523,-66.124542,2941,0,255,255,65535,0,2
752757,-66.234566,2947,0,255,255,65535,0,2
754007,-66.344589,2953,0,255,255,65535,0,2
755284,-66.454613,2957,0,255,255,65535,0,2
756521,-66.564636,2962,0,255,255,65535,0,2
757758,-66.67466,2966,0,255,255,65535,0,2
759007,-66.784683,2970,0,255,255,65535,0,2
760283,-66.894707,2974,0,255,255,65535,0,2
761519,-67.00473,1116,0,255,255,65535,0,2
762757,-67.114754,1111,0,255,255,65535,0,2
764007,-67.224777,1107,0,255,255,65535,0,2
765283,-67.334801,1102,0,255,255,65535,0,2
766519,-67.444824,2048,0,255,255,65535,0,2
767756,-67.554848,2048,0,255,255,65535,0,2
769007,-67.664871,2048,0,255,255,65535,0,2
770283,-67.774895,3013,0,255,255,65535,0,2
771519,-67.884918,3019,0,255,255,65535,0,2
772757,-67.994942,3024,0,255,255,65535,0,2
774007,-68.104965,3030,0,255,255,65535,0,2
775283,-68.214989,3035,0,255,255,65535,0,2
776519,-68.325012,3041,0,255,255,65535,0,2
777756,-68.435036,3046,0,255,255,65535,0,2
779007,-68.545059,1043,0,255,255,65535,0,2
780283,-68.655083,3058,0,255,255,65535,0,2
781519,-68.765106,2048,0,255,255,65535,0,2
782756,-68.87513,1026,0,255,255,65535,0,2
784006,-68.985153,3074,0,255,255,65535,0,2
785283,-69.095177,1015,0,255,255,65535,0,2
786520,-69.2052,0,0,255,255,65535,0,2
787764,-69.315224,3092,0,255,255,65535,0,2
789008,-69.425247,997,0,255,255,65535,0,2
790284,-69.535271,3102,0,255,255,65535,0,2
791524,-69.645294,3108,0,255,255,65535,0,2
792757,-69.755318,3113,0,255,255,65535,0,2
794008,-69.865341,3117,0,255,255,65535,0,2
795284,-69.975365,3123,0,255,255,65535,0,2
796519,-70.085388,3127,0,255,255,65535,0,2
797757,-70.195412,3131,0,255,255,65535,0,2
799007,-70.305435,959,0,255,255,65535,0,2
800284,-70.415459,3141,0,255,255,65535,0,2
801519,-70.525482,4095,0,255,255,65535,0,2
802757,-70.635506,945,0,255,255,65535,0,2
804007,-70.745529,942,0,255,255,65535,0,2
805284,-70.855553,0,0,255,255,65535,0,2
806519,-70.965576,933,0,255,255,65535,0,2
807764,-71.0756,3166,0,255,255,65535,0,2
809007,-71.185623,3171,0,255,255,65535,0,2
810284,-71.295647,3176,0,255,255,65535,0,2
811519,-71.40567,3181,0,255,255,65535,0,2
812757,-71.515694,3186,0,255,255,65535,0,2
814007,-71.625717,3192,0,255,255,65535,0,2
815284,-71.735741,3197,0,255,255,65535,0,2
816521,-71.845764,3202,0,255,255,65535,0,2
817758,-71.955788,3208,0,255,255,65535,0,2
819007,-72.065811,3214,0,255,255,65535,0,2
820284,-72.175835,4095,0,255,255,65535,0,2
821519,-72.285858,0,0,255,255,65535,0,2
822757,-72.395882,864,0,255,255,65535,0,2
824007,-72.505905,0,0,255,255,65535,0,2
825284,-72.615929,0,0,255,255,65535,0,2
826521,-72.725952,845,0,255,255,65535,0,2
827758,-72.835976,3255,0,255,255,65535,0,2
829007,-72.945999,0,0,255,255,65535,0,2
830283,-73.056023,3266,0,255,255,65535,0,2
831519,-73.166046,3271,0,255,255,65535,0,2
832763,-73.27607,3276,0,255,255,65535,0,2
834007,-73.386093,3282,0,255,255,65535,0,2
835283,-73.496117,3287,0,255,255,65535,0,2
836519,-73.60614,3292,0,255,255,65535,0,2
837757,-73.716164,3297,0,255,255,65535,0,2
839013,-73.826187,3300,0,255,255,65535,0,2
840283,-73.936211,790,0,255,255,65535,0,2
841519,-74.046234,786,0,255,255,65535,0,2
842757,-74.156258,4095,0,255,255,65535,0,2
844007,-74.266281,778,0,255,255,65535,0,2
845283,-74.376305,0,0,255,255,65535,0,2
846519,-74.486328,770,0,255,255,65535,0,2
847757,-74.596352,3329,0,255,255,65535,0,2
849006,-74.706375,3334,0,255,255,65535,0,2
850283,-74.816399,0,0,255,255,65535,0,2
851519,-74.926422,3344,0,255,255,65535,0,2
852756,-75.036446,3348,0,255,255,65535,0,2
854006,-75.146469,3353,0,255,255,65535,0,2
855283,-75.256493,3358,0,255,255,65535,0,2
856519,-75.366516,3364,0,255,255,65535,0,2
857757,-75.47654,4095,0,255,255,65535,0,2
859014,-75.586563,3375,0,255,255,65535,0,2
860284,-75.696587,714,0,255,255,65535,0,2
861519,-75.80661,708,0,255,255,65535,0,2
862757,-75.916634,0,0,255,255,65535,0,2
864008,-76.026657,696,0,255,255,65535,0,2
865284,-76.136681,3406,0,255,255,65535,0,2
866520,-76.246704,0,0,255,255,65535,0,2
867757,-76.356728,677,0,255,255,65535,0,2
869014,-76.466751,3423,0,255,255,65535,0,2
870284,-76.576775,3430,0,255,255,65535,0,2
871520,-76.686798,3435,0,255,255,65535,0,2
872757,-76.796822,3441,0,255,255,65535,0,2
874007,-76.906845,3446,0,255,255,65535,0,2
875284,-77.016869,3450,0,255,255,65535,0,2
876520,-77.126892,3455,0,255,255,65535,0,2
877757,-77.236916,0,0,255,255,65535,0,2
879007,-77.346939,3463,0,255,255,65535,0,2
880284,-77.456963,3469,0,255,255,65535,0,2
881519,-77.566986,623,0,255,255,65535,0,2
882758,-77.67701,618,0,255,255,65535,0,2
884020,-77.787033,0,0,255,255,65535,0,2
885284,-77.897057,609,0,255,255,65535,0,2
886521,-78.00708,3490,0,255,255,65535,0,2
887758,-78.117104,602,0,255,255,65535,0,2
889007,-78.227127,3497,0,255,255,65535,0,2
890284,-78.337151,3501,0,255,255,65535,0,2
891520,-78.447174,3505,0,255,255,65535,0,2
892757,-78.557198,3510,0,255,255,65535,0,2
894007,-78.667221,3515,0,255,255,65535,0,2
895284,-78.777245,3520,0,255,255,65535,0,2
896521,-78.887268,3526,0,255,255,65535,0,2
897757,-78.997292,0,0,255,255,65535,0,2
899007,-79.107315,3538,0,255,255,65535,0,2
900284,-79.217339,552,0,255,255,65535,0,2
901523,-79.327362,546,0,255,255,65535,0,2
902757,-79.437386,539,0,255,255,65535,0,2
904007,-79.547409,533,0,255,255,65535,0,2
905283,-79.657433,527,0,255,255,65535,0,2
906519,-79.767456,4095,0,255,255,65535,0,2
907757,-79.87748,513,0,255,255,65535,0,2
909013,-79.987503,4095,0,255,255,65535,0,2
910283,-80.097527,3593,0,255,255,65535,0,2
911519,-80.20755,3598,0,255,255,65535,0,2
912757,-80.317574,3603,0,255,255,65535,0,2
914007,-80.427597,3608,0,255,255,65535,0,2
915283,-80.537621,3613,0,255,255,65535,0,2
916519,-80.647644,3618,0,255,255,65535,0,2
917757,-80.757668,3623,0,255,255,65535,0,2
919007,-80.867691,4095,0,255,255,65535,0,2
920283,-80.977715,0,0,255,255,65535,0,2
921519,-81.087738,459,0,255,255,65535,0,2
922756,-81.197762,455,0,255,255,65535,0,2
924006,-81.307785,0,0,255,255,65535,0,2
925283,-81.417809,447,0,255,255,65535,0,2
926523,-81.527832,0,0,255,255,65535,0,2
927762,-81.637856,3657,0,255,255,65535,0,2
929007,-81.747879,434,0,255,255,65535,0,2
930284,-81.857903,3665,0,255,255,65535,0,2
931519,-81.967926,3670,0,255,255,65535,0,2
932758,-82.07795,3675,0,255,255,65535,0,2
934007,-82.187973,3680,0,255,255,65535,0,2
935284,-82.297997,3685,0,255,255,65535,0,2
936520,-82.40802,3690,0,255,255,65535,0,2
937758,-82.518044,3695,0,255,255,65535,0,2
939007,-82.628067,393,0,255,255,65535,0,2
940284,-82.738091,0,0,255,255,65535,0,2
941521,-82.848114,0,0,255,255,65535,0,2
942757,-82.958138,376,0,255,255,65535,0,2
944007,-83.068161,370,0,255,255,65535,0,2
945284,-83.178185,0,0,255,255,65535,0,2
946519,-83.288208,0,0,255,255,65535,0,2
947757,-83.398232,3743,0,255,255,65535,0,2
949007,-83.508255,0,0,255,255,65535,0,2
950284,-83.618279,3755,0,255,255,65535,0,2
951519,-83.728302,3760,0,255,255,65535,0,2
952757,-83.838326,3765,0,255,255,65535,0,2
954007,-83.948349,3771,0,255,255,65535,0,2
955284,-84.058372,3776,0,255,255,65535,0,2
956521,-84.168396,4095,0,255,255,65535,0,2
957758,-84.278419,3786,0,255,255,65535,0,2
959007,-84.388443,306,0,255,255,65535,0,2
960284,-84.498466,0,0,255,255,65535,0,2
961524,-84.60849,297,0,255,255,65535,0,2
962757,-84.718513,292,0,255,255,65535,0,2
964007,-84.828537,0,0,255,255,65535,0,2
965284,-84.93856,283,0,255,255,65535,0,2
966524,-85.048584,278,0,255,255,65535,0,2
967757,-85.158607,0,0,255,255,65535,0,2
969008,-85.268631,0,0,255,255,65535,0,2
970284,-85.378654,3831,0,255,255,65535,0,2
971520,-85.488678,3835,0,255,255,65535,0,2
972757,-85.598701,3839,0,255,255,65535,0,2
974007,-85.708725,3844,0,255,255,65535,0,2
975284,-85.818748,3849,0,255,255,65535,0,2
976519,-85.928772,3854,0,255,255,65535,0,2
977757,-86.038795,3859,0,255,255,65535,0,2
979007,-86.148819,230,0,255,255,65535,0,2
980283,-86.258842,224,0,255,255,65535,0,2
981519,-86.368866,218,0,255,255,65535,0,2
982757,-86.478889,213,0,255,255,65535,0,2
984007,-86.588913,207,0,255,255,65535,0,2
985283,-86.698936,0,0,255,255,65535,0,2
986519,-86.80896,196,0,255,255,65535,0,2
987757,-86.918983,3905,0,255,255,65535,0,2
989007,-87.029007,3911,0,255,255,65535,0,2
990283,-87.13903,0,0,255,255,65535,0,2
991519,-87.249054,3923,0,255,255,65535,0,2
992756,-87.359077,3928,0,255,255,65535,0,2
994006,-87.469101,3933,0,255,255,65535,0,2
995283,-87.579124,3938,0,255,255,65535,0,2
996519,-87.689148,0,0,255,255,65535,0,2
997756,-87.799171,3948,0,255,255,65535,0,2
999006,-87.909195,3953,0,255,255,65535,0,2
1000284,-88.019218,137,0,255,255,65535,0,2
1001519,-88.129242,132,0,255,255,65535,0,2
1002757,-88.239265,0,0,255,255,65535,0,2
1004007,-88.349289,122,0,255,255,65535,0,2
1005284,-88.459312,0,0,255,255,65535,0,2
1006519,-88.569336,0,0,255,255,65535,0,2
1007757,-88.679359,0,0,255,255,65535,0,2
1009007,-88.789383,3991,0,255,255,65535,0,2
1010284,-88.899406,0,0,255,255,65535,0,2
1011520,-89.00943,4000,0,255,255,65535,0,2
1012757,-89.119453,4004,0,255,255,65535,0,2
1014007,-89.229477,4009,0,255,255,65535,0,2
1015284,-89.3395,4014,0,255,255,65535,0,2
1016523,-89.449524,4020,0,255,255,65535,0,2
1017757,-89.559547,71,0,255,255,65535,0,2
1019007,-89.669571,4029,0,255,255,65535,0,2
1020284,-89.779594,61,0,255,255,65535,0,2
1021519,-89.889618,56,0,255,255,65535,0,2
1022757,-89.999641,50,0,255,255,65535,0,2
1024007,-90.109665,45,0,255,255,65535,0,2
1025284,-90.219688,0,0,255,255,65535,0,2
1026521,-90.329712,4095,0,255,255,65535,0,2
1027757,-90.439735,28,0,255,255,65535,0,2
1029007,-90.549759,4073,0,255,255,65535,0,2
1030284,-90.659782,4079,0,255,255,65535,0,2
1031521,-90.769806,4095,0,255,255,65535,0,2
1032757,-90.879829,4089,0,255,255,65535,0,2
1034007,-90.989853,4095,0,255,255,65535,0,2
1035284,-91.099876,5,0,255,255,65535,0,2
1036519,-91.2099,4095,0,255,255,65535,0,2
1037757,-91.319923,0,0,255,255,65535,0,2
1039007,-91.429947,22,0,255,255,65535,0,2
1040284,-91.53997,4068,0,255,255,65535,0,2
1041521,-91.649994,4063,0,255,255,65535,0,2
1042757,-91.760017,4059,0,255,255,65535,0,2
1044007,-91.870041,4053,0,255,255,65535,0,2
1045284,-91.980064,4048,0,255,255,65535,0,2
1046519,-92.090088,4043,0,255,255,65535,0,2
1047757,-92.200111,4039,0,255,255,65535,0,2
1049007,-92.310135,62,0,255,255,65535,0,2
1050283,-92.420158,4095,0,255,255,65535,0,2
1051519,-92.530182,71,0,255,255,65535,0,2
1052757,-92.640205,74,0,255,255,65535,0,2
1054007,-92.750229,78,0,255,255,65535,0,2
1055283,-92.860252,82,0,255,255,65535,0,2
1056519,-92.970276,86,0,255,255,65535,0,2
1057757,-93.080299,0,0,255,255,65535,0,2
1059007,-93.190323,95,0,255,255,65535,0,2
1060283,-93.300346,0,0,255,255,65535,0,2
1061519,-93.41037,3989,0,255,255,65535,0,2
1062756,-93.520393,3983,0,255,255,65535,0,2
1064006,-93.630417,3979,0,255,255,65535,0,2
1065283,-93.74044,3972,0,255,255,65535,0,2
1066519,-93.850464,3968,0,255,255,65535,0,2
1067756,-93.960487,0,0,255,255,65535,0,2
1069006,-94.070511,138,0,255,255,65535,0,2
1070283,-94.180534,144,0,255,255,65535,0,2
1071520,-94.290558,0,0,255,255,65535,0,2
1072757,-94.400581,156,0,255,255,65535,0,2
1074014,-94.510605,162,0,255,255,65535,0,2
1075284,-94.620628,168,0,255,255,65535,0,2
1076520,-94.730652,174,0,255,255,65535,0,2
1077757,-94.840675,180,0,255,255,65535,0,2
1079007,-94.950699,0,0,255,255,65535,0,2
1080284,-95.060722,191,0,255,255,65535,0,2
1081520,-95.170746,3899,0,255,255,65535,0,2
1082757,-95.280769,3894,0,255,255,65535,0,2
1084008,-95.390793,207,0,255,255,65535,0,2
1085284,-95.500816,3883,0,255,255,65535,0,2
1086520,-95.61084,3878,0,255,255,65535,0,2
1087757,-95.720863,0,0,255,255,65535,0,2
1089007,-95.830887,3869,0,255,255,65535,0,2
1090284,-95.94091,230,0,255,255,65535,0,2
1091520,-96.050934,235,0,255,255,65535,0,2
1092764,-96.160957,238,0,255,255,65535,0,2
1094014,-96.270981,242,0,255,255,65535,0,2
1095284,-96.381004,246,0,255,255,65535,0,2
1096519,-96.491028,251,0,255,255,65535,0,2
1097757,-96.601051,254,0,255,255,65535,0,2
1099007,-96.711075,3835,0,255,255,65535,0,2
1100284,-96.821098,0,0,255,255,65535,0,2
1101520,-96.931122,3826,0,255,255,65535,0,2
1102757,-97.041145,3821,0,255,255,65535,0,2
1104007,-97.151169,3816,0,255,255,65535,0,2
1105284,-97.261192,3811,0,255,255,65535,0,2
1106519,-97.371216,3805,0,255,255,65535,0,2
1107757,-97.481239,4095,0,255,255,65535,0,2
1109008,-97.591263,3795,0,255,255,65535,0,2
1110284,-97.701286,307,0,255,255,65535,0,2
1111519,-97.81131,0,0,255,255,65535,0,2
1112757,-97.921333,320,0,255,255,65535,0,2
1114008,-98.031357,326,0,255,255,65535,0,2
1115284,-98.14138,333,0,255,255,65535,0,2
1116519,-98.251404,338,0,255,255,65535,0,2
1117757,-98.361427,345,0,255,255,65535,0,2
1119007,-98.471451,3745,0,255,255,65535,0,2
1120283,-98.581474,0,0,255,255,65535,0,2
1121519,-98.691498,0,0,255,255,65535,0,2
1122757,-98.801521,3728,0,255,255,65535,0,2
1124007,-98.911545,3722,0,255,255,65535,0,2
1125283,-99.021568,3718,0,255,255,65535,0,2
1126519,-99.131592,3714,0,255,255,65535,0,2
1127757,-99.241615,0,0,255,255,65535,0,2
1129013,-99.351639,0,0,255,255,65535,0,2
1130283,-99.461662,0,0,255,255,65535,0,2
1131519,-99.571686,400,0,255,255,65535,0,2
1132757,-99.681709,403,0,255,255,65535,0,2
1134013,-99.791733,408,0,255,255,65535,0,2
1135283,-99.901756,412,0,255,255,65535,0,2
1136519,-100.01178,0,0,255,255,65535,0,2
1137756,-100.121803,419,0,255,255,65535,0,2
1139006,-100.231827,423,0,255,255,65535,0,2
1140283,-100.34185,3667,0,255,255,65535,0,2
1141519,-100.451874,3664,0,255,255,65535,0,2
1142757,-100.561897,3658,0,255,255,65535,0,2
1144007,-100.671921,3653,0,255,255,65535,0,2
1145284,-100.781944,4095,0,255,255,65535,0,2
1146519,-100.891968,3642,0,255,255,65535,0,2
1147757,-101.001991,0,0,255,255,65535,0,2
1149007,-101.112015,465,0,255,255,65535,0,2
1150284,-101.222038,3624,0,255,255,65535,0,2
1151519,-101.332062,477,0,255,255,65535,0,2
1152757,-101.442085,483,0,255,255,65535,0,2
1154008,-101.552109,0,0,255,255,65535,0,2
1155284,-101.662132,496,0,255,255,65535,0,2
1156524,-101.772156,0,0,255,255,65535,0,2
1157764,-101.882179,509,0,255,255,65535,0,2
1159007,-101.992203,515,0,255,255,65535,0,2
1160284,-102.102226,3574,0,255,255,65535,0,2
1161519,-102.21225,3569,0,255,255,65535,0,2
1162757,-102.322273,3564,0,255,255,65535,0,2
1164007,-102.432297,3559,0,255,255,65535,0,2
1165284,-102.54232,3553,0,255,255,65535,0,2
1166519,-102.652344,3548,0,255,255,65535,0,2
1167757,-102.762367,3545,0,255,255,65535,0,2
1169007,-102.872391,556,0,255,255,65535,0,2
1170284,-102.982414,4095,0,255,255,65535,0,2
1171519,-103.092438,565,0,255,255,65535,0,2
1172757,-103.202461,569,0,255,255,65535,0,2
1174007,-103.312485,573,0,255,255,65535,0,2
1175284,-103.422508,577,0,255,255,65535,0,2
1176520,-103.532532,581,0,255,255,65535,0,2
1177757,-103.642555,3510,0,255,255,65535,0,2
1179007,-103.752579,0,0,255,255,65535,0,2
1180284,-103.862602,3500,0,255,255,65535,0,2
1181520,-103.972626,3497,0,255,255,65535,0,2
1182758,-104.082649,3490,0,255,255,65535,0,2
1184007,-104.192673,3485,0,255,255,65535,0,2
1185284,-104.302696,3480,0,255,255,65535,0,2
1186519,-104.41272,3475,0,255,255,65535,0,2
1187757,-104.522743,3469,0,255,255,65535,0,2
1189007,-104.632767,0,0,255,255,65535,0,2
1190283,-104.74279,637,0,255,255,65535,0,2
1191519,-104.852814,0,0,255,255,65535,0,2
1192757,-104.962837,649,0,255,255,65535,0,2
1194019,-105.072861,655,0,255,255,65535,0,2
1195283,-105.182884,662,0,255,255,65535,0,2
1196519,-105.292908,668,0,255,255,65535,0,2
1197757,-105.402931,0,0,255,255,65535,0,2
1199007,-105.512955,680,0,255,255,65535,0,2
1200284,-105.622978,0,0,255,255,65535,0,2
1201519,-105.733002,3404,0,255,255,65535,0,2
1202757,-105.843025,3398,0,255,255,65535,0,2
1204007,-105.953049,3393,0,255,255,65535,0,2
1205283,-106.063072,3388,0,255,255,65535,0,2
1206519,-106.173096,3383,0,255,255,65535,0,2
1207756,-106.283119,3379,0,255,255,65535,0,2
1209006,-106.393143,721,0,255,255,65535,0,2
1210283,-106.503166,724,0,255,255,65535,0,2
1211519,-106.61319,3365,0,255,255,65535,0,2
1212756,-106.723213,735,0,255,255,65535,0,2
1214008,-106.833237,739,0,255,255,65535,0,2
1215284,-106.94326,3351,0,255,255,65535,0,2
1216521,-107.053284,749,0,255,255,65535,0,2
1217758,-107.163307,0,0,255,255,65535,0,2
1219007,-107.273331,758,0,255,255,65535,0,2
1220284,-107.383354,763,0,255,255,65535,0,2
1221519,-107.493378,3328,0,255,255,65535,0,2
1222757,-107.603401,3323,0,255,255,65535,0,2
1224008,-107.713425,0,0,255,255,65535,0,2
1225284,-107.823448,3313,0,255,255,65535,0,2
1226519,-107.933472,3309,0,255,255,65535,0,2
1227757,-108.043495,0,0,255,255,65535,0,2
1229007,-108.153519,4095,0,255,255,65535,0,2
1230284,-108.263542,803,0,255,255,65535,0,2
1231519,-108.373566,0,0,255,255,65535,0,2
1232757,-108.483589,814,0,255,255,65535,0,2
1234007,-108.593613,820,0,255,255,65535,0,2
1235284,-108.703636,0,0,255,255,65535,0,2
1236520,-108.81366,832,0,255,255,65535,0,2
1237758,-108.923683,837,0,255,255,65535,0,2
1239007,-109.033707,3251,0,255,255,65535,0,2
1240284,-109.14373,0,0,255,255,65535,0,2
1241519,-109.253754,3239,0,255,255,65535,0,2
1242757,-109.363777,3235,0,255,255,65535,0,2
1244020,-109.473801,3229,0,255,255,65535,0,2
1245284,-109.583824,3224,0,255,255,65535,0,2
1246520,-109.693848,3218,0,255,255,65535,0,2
1247757,-109.803871,3214,0,255,255,65535,0,2
1249007,-109.913895,3209,0,255,255,65535,0,2
1250284,-110.023918,890,0,255,255,65535,0,2
1251519,-110.133942,896,0,255,255,65535,0,2
1252757,-110.243965,902,0,255,255,65535,0,2
1254007,-110.353989,907,0,255,255,65535,0,2
1255284,-110.464012,911,0,255,255,65535,0,2
1256520,-110.574036,916,0,255,255,65535,0,2
1257758,-110.684059,0,0,255,255,65535,0,2
1259007,-110.794083,3171,0,255,255,65535,0,2
1260284,-110.904106,0,0,255,255,65535,0,2
1261519,-111.01413,3162,0,255,255,65535,0,2
1262763,-111.124153,3157,0,255,255,65535,0,2
1264007,-111.234177,3153,0,255,255,65535,0,2
1265284,-111.3442,3147,0,255,255,65535,0,2
1266519,-111.454224,3142,0,255,255,65535,0,2
1267756,-111.564247,0,0,255,255,65535,0,2
1269006,-111.674271,0,0,255,255,65535,0,2
1270283,-111.784294,967,0,255,255,65535,0,2
1271519,-111.894318,973,0,255,255,65535,0,2
1272757,-112.004341,0,0,255,255,65535,0,2
1274007,-112.114365,983,0,255,255,65535,0,2
1275283,-112.224388,989,0,255,255,65535,0,2
1276519,-112.334412,994,0,255,255,65535,0,2
1277756,-112.444435,1001,0,255,255,65535,0,2
1279006,-112.554459,3088,0,255,255,65535,0,2
1280283,-112.664482,3083,0,255,255,65535,0,2
1281519,-112.774506,3077,0,255,255,65535,0,2
1282762,-112.884529,3072,0,255,255,65535,0,2
1284006,-112.994553,3066,0,255,255,65535,0,2
1285284,-113.104576,3061,0,255,255,65535,0,2
1286520,-113.2146,3055,0,255,255,65535,0,2
1287757,-113.324623,3049,0,255,255,65535,0,2
1289014,-113.434647,3043,0,255,255,65535,0,2
1290284,-113.54467,1057,0,255,255,65535,0,2
1291519,-113.654694,1062,0,255,255,65535,0,2
1292758,-113.764717,3029,0,255,255,65535,0,2
1294007,-113.874741,1071,0,255,255,65535,0,2
1295284,-113.984764,1077,0,255,255,65535,0,2
1296519,-114.094788,3014,0,255,255,65535,0,2
1297757,-114.204811,1086,0,255,255,65535,0,2
1299007,-114.314835,3004,0,255,255,65535,0,2
1300284,-114.424858,2999,0,255,255,65535,0,2
1301520,-114.534882,2048,0,255,255,65535,0,2
1302757,-114.644905,2991,0,255,255,65535,0,2
1304007,-114.754929,2988,0,255,255,65535,0,2
1305284,-114.864952,2984,0,255,255,65535,0,2
1306519,-114.974976,2980,0,255,255,65535,0,2
1307757,-115.084999,2047,0,255,255,65535,0,2
1309007,-115.195023,2048,0,255,255,65535,0,2
1310284,-115.305046,2047,0,255,255,65535,0,2
1311524,-115.41507,1134,0,255,255,65535,0,2
1312757,-115.525093,1140,0,255,255,65535,0,2
1314007,-115.635117,1145,0,255,255,65535,0,2
1315284,-115.74514,1151,0,255,255,65535,0,2
1316519,-115.855164,2048,0,255,255,65535,0,2
1317757,-115.965187,1162,0,255,255,65535,0,2
1319007,-116.075211,2927,0,255,255,65535,0,2
1320284,-116.185234,2922,0,255,255,65535,0,2
1321519,-116.295258,2916,0,255,255,65535,0,2
1322757,-116.405281,2910,0,255,255,65535,0,2
1324007,-116.515305,2048,0,255,255,65535,0,2
1325284,-116.625328,2897,0,255,255,65535,0,2
1326519,-116.735352,2891,0,255,255,65535,0,2
1327763,-116.845375,2886,0,255,255,65535,0,2
1329007,-116.955399,2880,0,255,255,65535,0,2
1330283,-117.065422,2048,0,255,255,65535,0,2
1331519,-117.175446,1226,0,255,255,65535,0,2
1332757,-117.285469,1230,0,255,255,65535,0,2
1334007,-117.395493,1236,0,255,255,65535,0,2
1335283,-117.505516,1242,0,255,255,65535,0,2
1336519,-117.61554,2048,0,255,255,65535,0,2
1337757,-117.725563,1251,0,255,255,65535,0,2
1339007,-117.835587,2048,0,255,255,65535,0,2
1340283,-117.94561,2836,0,255,255,65535,0,2
1341519,-118.055634,2832,0,255,255,65535,0,2
1342757,-118.165657,2828,0,255,255,65535,0,2
1344007,-118.275681,2824,0,255,255,65535,0,2
1345283,-118.385704,2819,0,255,255,65535,0,2
1346523,-118.495728,2816,0,255,255,65535,0,2
1347756,-118.605751,2048,0,255,255,65535,0,2
1349006,-118.715775,2047,0,255,255,65535,0,2
1350283,-118.825798,2047,0,255,255,65535,0,2
1351519,-118.935822,1297,0,255,255,65535,0,2
1352756,-119.045845,1301,0,255,255,65535,0,2
1354006,-119.155869,2788,0,255,255,65535,0,2
1355283,-119.265892,1312,0,255,255,65535,0,2
1356519,-119.375916,1318,0,255,255,65535,0,2
1357758,-119.485939,2047,0,255,255,65535,0,2
1359007,-119.595963,1329,0,255,255,65535,0,2
1360284,-119.705986,2760,0,255,255,65535,0,2
1361519,-119.81601,2754,0,255,255,65535,0,2
1362757,-119.926033,2748,0,255,255,65535,0,2
1364007,-120.036057,2741,0,255,255,65535,0,2
1365284,-120.14608,2735,0,255,255,65535,0,2
1366520,-120.256104,2048,0,255,255,65535,0,2
1367758,-120.366127,2723,0,255,255,65535,0,2
1369007,-120.476151,1378,0,255,255,65535,0,2
1370284,-120.586174,2048,0,255,255,65535,0,2
1371520,-120.696198,2047,0,255,255,65535,0,2
1372757,-120.806221,1394,0,255,255,65535,0,2
1374007,-120.916245,2048,0,255,255,65535,0,2
1375284,-121.026268,1404,0,255,255,65535,0,2
1376520,-121.136292,1408,0,255,255,65535,0,2
1377757,-121.246315,2049,0,255,255,65535,0,2
1379007,-121.356339,2048,0,255,255,65535,0,2
1380284,-121.466362,2047,0,255,255,65535,0,2
1381519,-121.576385,2669,0,255,255,65535,0,2
1382757,-121.686409,2663,0,255,255,65535,0,2
1384007,-121.796432,2660,0,255,255,65535,0,2
1385284,-121.906456,2656,0,255,255,65535,0,2
1386521,-122.016479,2652,0,255,255,65535,0,2
1387758,-122.126503,2648,0,255,255,65535,0,2
1389007,-122.236526,2048,0,255,255,65535,0,2
1390284,-122.34655,2048,0,255,255,65535,0,2
1391519,-122.456573,2048,0,255,255,65535,0,2
1392757,-122.566597,1463,0,255,255,65535,0,2
