t_us,openloop_el_angle_rad,sensor_raw,sensor_error,status,agc,magnitude,mode,mode_label,turns
683,0.0,2556,0,255,255,65535,0,raw_only,2
1590,-0.110025,2556,0,255,255,65535,0,raw_only,2
2751,-0.220049,2555,0,255,255,65535,0,raw_only,2
4005,-0.330074,2553,0,255,255,65535,0,raw_only,2
5245,-0.440098,2554,0,255,255,65535,0,raw_only,2
6496,-0.550123,2555,0,255,255,65535,0,raw_only,2
7751,-0.660147,2556,0,255,255,65535,0,raw_only,2
9001,-0.770172,2557,0,255,255,65535,0,raw_only,2
10251,-0.880196,2558,0,255,255,65535,0,raw_only,2
11496,-0.990221,2561,0,255,255,65535,0,raw_only,2
12745,-1.100245,2563,0,255,255,65535,0,raw_only,2
14001,-1.21027,2566,0,255,255,65535,0,raw_only,2
15245,-1.320294,2569,0,255,255,65535,0,raw_only,2
16496,-1.430319,2572,0,255,255,65535,0,raw_only,2
17745,-1.540343,2576,0,255,255,65535,0,raw_only,2
19001,-1.650367,2580,0,255,255,65535,0,raw_only,2
20245,-1.760392,2584,0,255,255,65535,0,raw_only,2
21496,-1.870416,2587,0,255,255,65535,0,raw_only,2
22751,-1.980441,2592,0,255,255,65535,0,raw_only,2
24001,-2.090465,2596,0,255,255,65535,0,raw_only,2
25245,-2.20049,2600,0,255,255,65535,0,raw_only,2
26496,-2.310514,2605,0,255,255,65535,0,raw_only,2
27745,-2.420539,2608,0,255,255,65535,0,raw_only,2
29001,-2.530563,2612,0,255,255,65535,0,raw_only,2
30245,-2.640588,2616,0,255,255,65535,0,raw_only,2
31496,-2.750612,2619,0,255,255,65535,0,raw_only,2
32745,-2.860636,2623,0,255,255,65535,0,raw_only,2
34001,-2.970661,2627,0,255,255,65535,0,raw_only,2
35245,-3.080685,2631,0,255,255,65535,0,raw_only,2
36496,-3.19071,2635,0,255,255,65535,0,raw_only,2
37745,-3.300734,2639,0,255,255,65535,0,raw_only,2
39001,-3.410759,2645,0,255,255,65535,0,raw_only,2
40245,-3.520783,2649,0,255,255,65535,0,raw_only,2
41502,-3.630808,2656,0,255,255,65535,0,raw_only,2
42745,-3.740832,2661,0,255,255,65535,0,raw_only,2
44001,-3.850857,2665,0,255,255,65535,0,raw_only,2
45253,-3.960881,2671,0,255,255,65535,0,raw_only,2
46495,-4.070906,2677,0,255,255,65535,0,raw_only,2
47751,-4.18093,2683,0,255,255,65535,0,raw_only,2
49000,-4.290955,2688,0,255,255,65535,0,raw_only,2
50244,-4.400979,2695,0,255,255,65535,0,raw_only,2
51495,-4.511003,2701,0,255,255,65535,0,raw_only,2
52744,-4.621028,2708,0,255,255,65535,0,raw_only,2
54000,-4.731052,2713,0,255,255,65535,0,raw_only,2
55245,-4.841077,2719,0,255,255,65535,0,raw_only,2
56502,-4.951101,2725,0,255,255,65535,0,raw_only,2
57744,-5.061126,2731,0,255,255,65535,0,raw_only,2
59007,-5.17115,2736,0,255,255,65535,0,raw_only,2
60245,-5.281175,2742,0,255,255,65535,0,raw_only,2
61495,-5.391199,2748,0,255,255,65535,0,raw_only,2
62744,-5.501224,2754,0,255,255,65535,0,raw_only,2
64000,-5.611248,2758,0,255,255,65535,0,raw_only,2
65244,-5.721272,2762,0,255,255,65535,0,raw_only,2
66495,-5.831297,2766,0,255,255,65535,0,raw_only,2
67744,-5.941321,2770,0,255,255,65535,0,raw_only,2
69001,-6.051346,2775,0,255,255,65535,0,raw_only,2
70250,-6.16137,2779,0,255,255,65535,0,raw_only,2
71495,-6.271395,2784,0,255,255,65535,0,raw_only,2
72777,-6.381419,2789,0,255,255,65535,0,raw_only,2
74001,-6.491444,2794,0,255,255,65535,0,raw_only,2
75246,-6.601468,2799,0,255,255,65535,0,raw_only,2
76496,-6.711493,2804,0,255,255,65535,0,raw_only,2
77745,-6.821517,2808,0,255,255,65535,0,raw_only,2
79001,-6.931541,2813,0,255,255,65535,0,raw_only,2
80246,-7.041566,2817,0,255,255,65535,0,raw_only,2
81496,-7.15159,2822,0,255,255,65535,0,raw_only,2
82746,-7.261615,2827,0,255,255,65535,0,raw_only,2
84008,-7.371639,2832,0,255,255,65535,0,raw_only,2
85245,-7.481664,2838,0,255,255,65535,0,raw_only,2
86496,-7.591688,2843,0,255,255,65535,0,raw_only,2
87745,-7.701713,2850,0,255,255,65535,0,raw_only,2
89001,-7.811737,2855,0,255,255,65535,0,raw_only,2
90245,-7.921762,2861,0,255,255,65535,0,raw_only,2
91496,-8.031786,2865,0,255,255,65535,0,raw_only,2
92745,-8.14181,2872,0,255,255,65535,0,raw_only,2
94001,-8.251835,2877,0,255,255,65535,0,raw_only,2
95246,-8.361859,2883,0,255,255,65535,0,raw_only,2
96496,-8.471884,2889,0,255,255,65535,0,raw_only,2
97745,-8.581908,2895,0,255,255,65535,0,raw_only,2
99001,-8.691933,2901,0,255,255,65535,0,raw_only,2
100246,-8.801957,2906,0,255,255,65535,0,raw_only,2
101496,-8.911982,2911,0,255,255,65535,0,raw_only,2
102745,-9.022006,2916,0,255,255,65535,0,raw_only,2
104008,-9.13203,2921,0,255,255,65535,0,raw_only,2
105245,-9.242055,2926,0,255,255,65535,0,raw_only,2
106503,-9.352079,2931,0,255,255,65535,0,raw_only,2
107745,-9.462104,2936,0,255,255,65535,0,raw_only,2
109001,-9.572128,2942,0,255,255,65535,0,raw_only,2
110245,-9.682153,2947,0,255,255,65535,0,raw_only,2
111496,-9.792177,2952,0,255,255,65535,0,raw_only,2
112745,-9.902202,2956,0,255,255,65535,0,raw_only,2
114001,-10.012226,2961,0,255,255,65535,0,raw_only,2
115252,-10.122251,2966,0,255,255,65535,0,raw_only,2
116496,-10.232275,2970,0,255,255,65535,0,raw_only,2
117745,-10.342299,2974,0,255,255,65535,0,raw_only,2
119001,-10.452324,2979,0,255,255,65535,0,raw_only,2
120245,-10.562348,2984,0,255,255,65535,0,raw_only,2
121496,-10.672373,2989,0,255,255,65535,0,raw_only,2
122745,-10.782397,2994,0,255,255,65535,0,raw_only,2
124001,-10.892422,2998,0,255,255,65535,0,raw_only,2
125245,-11.002446,3004,0,255,255,65535,0,raw_only,2
126496,-11.112471,3008,0,255,255,65535,0,raw_only,2
127751,-11.222495,3013,0,255,255,65535,0,raw_only,2
129001,-11.33252,3019,0,255,255,65535,0,raw_only,2
130245,-11.442544,3024,0,255,255,65535,0,raw_only,2
131502,-11.552568,3029,0,255,255,65535,0,raw_only,2
132745,-11.662593,3035,0,255,255,65535,0,raw_only,2
134001,-11.772617,3041,0,255,255,65535,0,raw_only,2
135244,-11.882642,3047,0,255,255,65535,0,raw_only,2
136495,-11.992666,3052,0,255,255,65535,0,raw_only,2
137744,-12.102691,3057,0,255,255,65535,0,raw_only,2
139000,-12.212715,3063,0,255,255,65535,0,raw_only,2
140244,-12.32274,3069,0,255,255,65535,0,raw_only,2
141495,-12.432764,3074,0,255,255,65535,0,raw_only,2
142744,-12.542789,3080,0,255,255,65535,0,raw_only,2
144001,-12.652813,3086,0,255,255,65535,0,raw_only,2
145246,-12.762837,3092,0,255,255,65535,0,raw_only,2
146496,-12.872862,3098,0,255,255,65535,0,raw_only,2
147752,-12.982886,3102,0,255,255,65535,0,raw_only,2
149001,-13.092911,3107,0,255,255,65535,0,raw_only,2
150245,-13.202935,3111,0,255,255,65535,0,raw_only,2
151496,-13.31296,3117,0,255,255,65535,0,raw_only,2
152745,-13.422984,3122,0,255,255,65535,0,raw_only,2
154001,-13.533009,3127,0,255,255,65535,0,raw_only,2
155246,-13.643033,3131,0,255,255,65535,0,raw_only,2
156503,-13.753057,3136,0,255,255,65535,0,raw_only,2
157745,-13.863082,3141,0,255,255,65535,0,raw_only,2
159001,-13.973106,3145,0,255,255,65535,0,raw_only,2
160245,-14.083131,3149,0,255,255,65535,0,raw_only,2
161496,-14.193155,3153,0,255,255,65535,0,raw_only,2
162745,-14.30318,3158,0,255,255,65535,0,raw_only,2
164001,-14.413204,3161,0,255,255,65535,0,raw_only,2
165245,-14.523229,3167,0,255,255,65535,0,raw_only,2
166496,-14.633253,3171,0,255,255,65535,0,raw_only,2
167752,-14.743278,3176,0,255,255,65535,0,raw_only,2
169001,-14.853302,3181,0,255,255,65535,0,raw_only,2
170251,-14.963326,3186,0,255,255,65535,0,raw_only,2
171496,-15.073351,3192,0,255,255,65535,0,raw_only,2
172745,-15.183375,3198,0,255,255,65535,0,raw_only,2
174008,-15.2934,3202,0,255,255,65535,0,raw_only,2
175246,-15.403424,3208,0,255,255,65535,0,raw_only,2
176496,-15.513449,3213,0,255,255,65535,0,raw_only,2
177745,-15.623473,3219,0,255,255,65535,0,raw_only,2
179001,-15.733498,3225,0,255,255,65535,0,raw_only,2
180246,-15.843522,3231,0,255,255,65535,0,raw_only,2
181503,-15.953547,3238,0,255,255,65535,0,raw_only,2
182746,-16.063572,3243,0,255,255,65535,0,raw_only,2
184001,-16.173597,3250,0,255,255,65535,0,raw_only,2
185246,-16.283623,3255,0,255,255,65535,0,raw_only,2
186503,-16.393648,3261,0,255,255,65535,0,raw_only,2
187745,-16.503674,3265,0,255,255,65535,0,raw_only,2
189001,-16.613699,3271,0,255,255,65535,0,raw_only,2
190245,-16.723724,3276,0,255,255,65535,0,raw_only,2
191496,-16.83375,3281,0,255,255,65535,0,raw_only,2
192745,-16.943775,3287,0,255,255,65535,0,raw_only,2
194007,-17.053801,3292,0,255,255,65535,0,raw_only,2
195245,-17.163826,3296,0,255,255,65535,0,raw_only,2
196495,-17.273851,3300,0,255,255,65535,0,raw_only,2
197745,-17.383877,3304,0,255,255,65535,0,raw_only,2
199007,-17.493902,3309,0,255,255,65535,0,raw_only,2
200245,-17.603928,3313,0,255,255,65535,0,raw_only,2
201495,-17.713953,3317,0,255,255,65535,0,raw_only,2
202745,-17.823978,3321,0,255,255,65535,0,raw_only,2
204001,-17.934004,3325,0,255,255,65535,0,raw_only,2
205245,-18.044029,3330,0,255,255,65535,0,raw_only,2
206495,-18.154055,3335,0,255,255,65535,0,raw_only,2
207744,-18.26408,3340,0,255,255,65535,0,raw_only,2
209000,-18.374105,3344,0,255,255,65535,0,raw_only,2
210244,-18.484131,3349,0,255,255,65535,0,raw_only,2
211501,-18.594156,3353,0,255,255,65535,0,raw_only,2
212744,-18.704182,3359,0,255,255,65535,0,raw_only,2
214000,-18.814207,3364,0,255,255,65535,0,raw_only,2
215245,-18.924232,3370,0,255,255,65535,0,raw_only,2
216496,-19.034258,3376,0,255,255,65535,0,raw_only,2
217752,-19.144283,3381,0,255,255,65535,0,raw_only,2
219001,-19.254309,3389,0,255,255,65535,0,raw_only,2
220246,-19.364334,3394,0,255,255,65535,0,raw_only,2
221496,-19.47436,3400,0,255,255,65535,0,raw_only,2
222746,-19.584385,3405,0,255,255,65535,0,raw_only,2
224008,-19.69441,3412,0,255,255,65535,0,raw_only,2
225245,-19.804436,3418,0,255,255,65535,0,raw_only,2
226496,-19.914461,3423,0,255,255,65535,0,raw_only,2
227752,-20.024487,3430,0,255,255,65535,0,raw_only,2
229001,-20.134512,3436,0,255,255,65535,0,raw_only,2
230245,-20.244537,3440,0,255,255,65535,0,raw_only,2
231503,-20.354563,3445,0,255,255,65535,0,raw_only,2
232745,-20.464588,3450,0,255,255,65535,0,raw_only,2
234001,-20.574614,3454,0,255,255,65535,0,raw_only,2
235258,-20.684639,3458,0,255,255,65535,0,raw_only,2
236496,-20.794664,3463,0,255,255,65535,0,raw_only,2
237745,-20.90469,3467,0,255,255,65535,0,raw_only,2
239001,-21.014715,3472,0,255,255,65535,0,raw_only,2
240246,-21.124741,3477,0,255,255,65535,0,raw_only,2
241503,-21.234766,3481,0,255,255,65535,0,raw_only,2
242745,-21.344791,3486,0,255,255,65535,0,raw_only,2
244001,-21.454817,3489,0,255,255,65535,0,raw_only,2
245245,-21.564842,3493,0,255,255,65535,0,raw_only,2
246496,-21.674868,3497,0,255,255,65535,0,raw_only,2
247745,-21.784893,3501,0,255,255,65535,0,raw_only,2
249007,-21.894918,3505,0,255,255,65535,0,raw_only,2
250246,-22.004944,3511,0,255,255,65535,0,raw_only,2
251496,-22.114969,3515,0,255,255,65535,0,raw_only,2
252746,-22.224995,3521,0,255,255,65535,0,raw_only,2
254008,-22.33502,3526,0,255,255,65535,0,raw_only,2
255245,-22.445045,3533,0,255,255,65535,0,raw_only,2
256496,-22.555071,3538,0,255,255,65535,0,raw_only,2
257745,-22.665096,3544,0,255,255,65535,0,raw_only,2
259001,-22.775122,3549,0,255,255,65535,0,raw_only,2
260245,-22.885147,3556,0,255,255,65535,0,raw_only,2
261496,-22.995173,3562,0,255,255,65535,0,raw_only,2
262745,-23.105198,3568,0,255,255,65535,0,raw_only,2
264001,-23.215223,3574,0,255,255,65535,0,raw_only,2
265245,-23.325249,3581,0,255,255,65535,0,raw_only,2
