run_id,test_name,t_s,seq,dial_id,target_deg,angle_deg,error_deg,speed_deg_s,torque_ma,foc_rate_hz,status_bits
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.016,1009,0,180.0,0.3,-179.7,20.0,8000,1005,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.016,1009,0,180.0,0.5,-179.5,35.9,8000,1005,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.016,1009,0,180.0,1.8,-178.2,115.7,8000,1005,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.016,1009,0,180.0,3.8,-176.2,220.7,8000,1005,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.031,1009,0,180.0,5.7,-174.3,295.7,8000,1005,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.031,1009,0,180.0,8.3,-171.7,366.9,8000,1005,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.031,1009,0,180.0,11.0,-169.0,419.5,8000,1005,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.047,1009,0,180.0,13.2,-166.8,442.0,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.047,1009,0,180.0,15.4,-164.6,458.0,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.047,1009,0,180.0,18.0,-162.0,465.2,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.062,1009,0,180.0,20.0,-160.0,458.2,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.062,1009,0,180.0,22.5,-157.5,452.0,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.062,1009,0,180.0,24.4,-155.6,443.7,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.078,1009,0,180.0,26.8,-153.2,443.9,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.078,1009,0,180.0,29.3,-150.7,451.6,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.078,1009,0,180.0,31.2,-148.8,446.4,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.094,1009,0,180.0,33.6,-146.4,443.6,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.094,1009,0,180.0,35.4,-144.6,432.8,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.094,1009,0,180.0,37.8,-142.2,430.7,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.109,1009,0,180.0,39.6,-140.4,417.5,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.109,1009,0,180.0,42.0,-138.0,428.3,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.109,1009,0,180.0,43.9,-136.1,428.1,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.125,1009,0,180.0,46.4,-133.6,435.4,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.125,1009,0,180.0,48.3,-131.7,424.8,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.125,1009,0,180.0,50.5,-129.5,419.0,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.125,1009,0,180.0,52.2,-127.8,407.4,8000,915,1
tracking_tune_20260607_073448,tracking_0.5turn_pos,0.141,1009,0,180.0,54.4,-125.6,407.7,8000,915,1
