run_id,test_name,t_s,seq,dial_id,target_deg,angle_deg,error_deg,speed_deg_s,torque_ma,foc_rate_hz,status_bits
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.0,1009,0,180.0,-2.0,-182.0,-107.3,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.015,1009,0,180.0,-0.5,-180.5,53.9,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.015,1009,0,180.0,1.7,-178.3,206.8,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.015,1009,0,180.0,5.0,-175.0,380.2,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.031,1009,0,180.0,9.0,-171.0,534.0,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.031,1009,0,180.0,13.1,-166.9,635.8,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.031,1009,0,180.0,17.5,-162.5,710.1,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.047,1009,0,180.0,20.9,-159.1,735.8,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.047,1009,0,180.0,25.4,-154.6,775.8,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.047,1009,0,180.0,29.5,-150.5,784.8,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.047,1009,0,180.0,33.5,-146.5,781.5,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.062,1009,0,180.0,37.4,-142.6,774.7,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.062,1009,0,180.0,41.1,-138.9,799.5,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.062,1009,0,180.0,45.2,-134.8,782.3,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.078,1009,0,180.0,49.3,-130.7,780.3,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.078,1009,0,180.0,52.6,-127.4,773.7,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.078,1009,0,180.0,56.5,-123.5,766.2,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.094,1009,0,180.0,60.5,-119.5,772.9,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.094,1009,0,180.0,64.2,-115.8,756.6,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.094,1009,0,180.0,67.6,-112.4,759.5,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.109,1009,0,180.0,71.5,-108.5,753.3,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.109,1009,0,180.0,75.5,-104.5,747.9,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.109,1009,0,180.0,78.7,-101.3,741.4,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.125,1009,0,180.0,82.4,-97.6,738.3,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.125,1009,0,180.0,86.0,-94.0,726.9,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.125,1009,0,180.0,89.7,-90.3,729.5,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.14,1009,0,180.0,93.6,-86.4,729.9,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.14,1009,0,180.0,96.6,-83.4,715.6,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.14,1009,0,180.0,100.4,-79.6,713.5,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.156,1009,0,180.0,104.2,-75.8,711.2,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.156,1009,0,180.0,107.7,-72.3,706.3,8000,1050,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.156,1009,0,180.0,111.3,-68.7,708.6,8000,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.172,1009,0,180.0,115.0,-65.0,714.2,8000,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.172,1009,0,180.0,117.9,-62.1,703.4,8000,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.172,1009,0,180.0,121.6,-58.4,698.2,8000,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.172,1009,0,180.0,124.7,-55.3,701.1,7695,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.187,1009,0,180.0,128.6,-51.4,712.2,7154,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.187,1009,0,180.0,132.1,-47.9,698.6,6664,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.187,1009,0,180.0,135.7,-44.3,702.1,6160,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.203,1009,0,180.0,139.2,-40.8,698.8,5670,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.203,1009,0,180.0,142.8,-37.2,694.5,5167,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.203,1009,0,180.0,145.7,-34.3,681.6,4762,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.219,1009,0,180.0,149.1,-30.9,657.7,4297,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.219,1009,0,180.0,152.1,-27.9,624.7,3868,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.219,1009,0,180.0,154.3,-25.7,584.5,3563,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.234,1009,0,180.0,156.7,-23.3,534.4,3233,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.234,1009,0,180.0,158.7,-21.3,484.3,2953,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.234,1009,0,180.0,160.6,-19.4,438.1,2697,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.25,1009,0,180.0,162.2,-17.8,395.6,2465,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.25,1009,0,180.0,163.6,-16.4,341.1,2283,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.25,1009,0,180.0,164.9,-15.1,307.9,2100,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.265,1009,0,180.0,165.8,-14.2,275.4,1978,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.265,1009,0,180.0,166.6,-13.4,224.8,1870,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.265,1009,0,180.0,167.3,-12.7,187.3,1773,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.281,1009,0,180.0,167.8,-12.2,164.8,1700,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.281,1009,0,180.0,168.4,-11.6,144.7,1615,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.281,1009,0,180.0,168.9,-11.1,127.8,1542,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.297,1009,0,180.0,169.2,-10.8,106.0,1506,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.297,1009,0,180.0,169.5,-10.5,83.9,1470,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.297,1009,0,180.0,169.7,-10.3,71.0,1433,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.297,1009,0,180.0,169.9,-10.1,61.3,1409,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.312,1009,0,180.0,170.2,-9.8,57.0,1372,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.312,1009,0,180.0,170.3,-9.7,48.1,1348,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.312,1009,0,180.0,170.4,-9.6,39.1,1336,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.328,1009,0,180.0,170.6,-9.4,36.4,1312,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.328,1009,0,180.0,170.7,-9.3,29.3,1300,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.328,1009,0,180.0,170.8,-9.2,26.4,1288,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.344,1009,0,180.0,170.9,-9.1,22.3,1275,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.344,1009,0,180.0,170.9,-9.1,21.8,1263,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.344,1009,0,180.0,171.1,-8.9,26.2,1239,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.359,1009,0,180.0,171.3,-8.7,28.8,1214,905,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.359,1009,0,180.0,171.4,-8.6,25.4,1202,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.359,1009,0,180.0,171.6,-8.4,27.5,1177,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.375,1009,0,180.0,171.9,-8.1,42.3,1128,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.375,1009,0,180.0,172.0,-8.0,34.3,1116,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.375,1009,0,180.0,172.3,-7.7,40.9,1078,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.39,1009,0,180.0,172.4,-7.6,29.5,1067,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.39,1009,0,180.0,172.4,-7.6,25.0,1055,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.39,1009,0,180.0,172.5,-7.5,20.6,1042,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.406,1009,0,180.0,172.5,-7.5,12.4,1043,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.406,1009,0,180.0,172.5,-7.5,8.2,1043,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.406,1009,0,180.0,172.5,-7.5,5.0,1043,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.422,1009,0,180.0,172.5,-7.5,3.0,1043,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.422,1009,0,180.0,172.4,-7.6,-6.1,1056,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.422,1009,0,180.0,172.6,-7.4,9.2,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.437,1009,0,180.0,172.5,-7.5,-0.6,1043,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.437,1009,0,180.0,172.5,-7.5,-0.4,1043,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.437,1009,0,180.0,172.6,-7.4,7.8,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.437,1009,0,180.0,172.6,-7.4,7.1,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.453,1009,0,180.0,172.5,-7.5,-2.3,1043,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.453,1009,0,180.0,172.6,-7.4,5.6,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.453,1009,0,180.0,172.6,-7.4,4.9,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.469,1009,0,180.0,172.6,-7.4,3.3,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.469,1009,0,180.0,172.6,-7.4,2.0,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.469,1009,0,180.0,172.6,-7.4,1.2,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.484,1009,0,180.0,172.6,-7.4,0.8,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.484,1009,0,180.0,172.6,-7.4,0.5,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.484,1009,0,180.0,172.6,-7.4,0.3,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.5,1009,0,180.0,172.6,-7.4,0.2,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.5,1009,0,180.0,172.6,-7.4,0.1,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.5,1009,0,180.0,172.6,-7.4,0.1,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.515,1009,0,180.0,172.6,-7.4,-0.7,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.515,1009,0,180.0,172.6,-7.4,-0.4,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.515,1009,0,180.0,172.6,-7.4,-1.2,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.531,1009,0,180.0,172.6,-7.4,-2.5,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.531,1009,0,180.0,172.6,-7.4,-2.2,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.531,1009,0,180.0,172.7,-7.3,5.8,1018,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.547,1009,0,180.0,172.7,-7.3,3.7,1018,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.547,1009,0,180.0,172.6,-7.4,-5.0,1031,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.547,1009,0,180.0,172.7,-7.3,2.5,1018,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.547,1009,0,180.0,172.7,-7.3,2.2,1018,945,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.562,1009,0,180.0,172.6,-7.4,-6.7,1031,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.562,1009,0,180.0,172.7,-7.3,1.6,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.562,1009,0,180.0,172.7,-7.3,0.2,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.578,1009,0,180.0,172.7,-7.3,-0.6,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.578,1009,0,180.0,172.8,-7.2,7.4,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.578,1009,0,180.0,172.7,-7.3,-0.8,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.594,1009,0,180.0,172.7,-7.3,0.9,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.594,1009,0,180.0,172.7,-7.3,-0.7,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.594,1009,0,180.0,172.8,-7.2,6.9,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.609,1009,0,180.0,172.7,-7.3,-3.1,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.609,1009,0,180.0,172.7,-7.3,-4.1,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.609,1009,0,180.0,172.8,-7.2,3.1,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.625,1009,0,180.0,172.8,-7.2,3.1,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.625,1009,0,180.0,172.8,-7.2,1.8,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.625,1009,0,180.0,172.8,-7.2,1.3,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.64,1009,0,180.0,172.8,-7.2,0.9,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.64,1009,0,180.0,172.7,-7.3,-5.9,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.64,1009,0,180.0,172.8,-7.2,2.9,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.656,1009,0,180.0,172.8,-7.2,1.9,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.656,1009,0,180.0,172.7,-7.3,-6.8,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.656,1009,0,180.0,172.7,-7.3,-6.6,1019,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.672,1009,0,180.0,172.8,-7.2,1.7,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.672,1009,0,180.0,172.8,-7.2,1.0,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.672,1009,0,180.0,172.8,-7.2,0.6,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.672,1009,0,180.0,172.8,-7.2,0.4,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.687,1009,0,180.0,172.8,-7.2,0.2,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.687,1009,0,180.0,172.8,-7.2,0.1,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.687,1009,0,180.0,172.8,-7.2,0.1,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.703,1009,0,180.0,172.8,-7.2,0.1,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.703,1009,0,180.0,172.8,-7.2,0.0,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.703,1009,0,180.0,172.8,-7.2,0.0,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.719,1009,0,180.0,172.8,-7.2,0.0,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.719,1009,0,180.0,172.8,-7.2,0.0,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.719,1009,0,180.0,172.8,-7.2,0.0,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.734,1009,0,180.0,172.8,-7.2,0.0,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.734,1009,0,180.0,172.8,-7.2,-0.9,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.734,1009,0,180.0,172.8,-7.2,-0.6,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.75,1009,0,180.0,172.8,-7.2,-0.4,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.75,1009,0,180.0,172.8,-7.2,-0.2,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.75,1009,0,180.0,172.8,-7.2,-0.1,1006,935,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.765,1009,0,180.0,172.8,-7.2,-0.6,1006,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.765,1009,0,180.0,172.9,-7.1,5.8,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.765,1009,0,180.0,172.8,-7.2,-4.3,1006,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.781,1009,0,180.0,172.8,-7.2,-4.2,1006,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.781,1009,0,180.0,172.8,-7.2,-4.8,1006,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.781,1009,0,180.0,172.8,-7.2,-4.3,1006,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.797,1009,0,180.0,172.9,-7.1,3.6,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.797,1009,0,180.0,172.9,-7.1,3.4,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.797,1009,0,180.0,172.9,-7.1,2.9,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.812,1009,0,180.0,172.9,-7.1,1.9,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.812,1009,0,180.0,172.9,-7.1,1.3,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.812,1009,0,180.0,172.9,-7.1,0.8,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.812,1009,0,180.0,172.9,-7.1,1.3,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.828,1009,0,180.0,172.9,-7.1,0.8,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.828,1009,0,180.0,172.9,-7.1,0.5,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.828,1009,0,180.0,172.9,-7.1,0.3,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.844,1009,0,180.0,173.0,-7.0,8.2,981,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.844,1009,0,180.0,172.9,-7.1,-0.6,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.844,1009,0,180.0,172.9,-7.1,-0.4,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.859,1009,0,180.0,172.9,-7.1,-0.2,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.859,1009,0,180.0,172.9,-7.1,-0.1,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.859,1009,0,180.0,173.0,-7.0,6.2,982,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.875,1009,0,180.0,172.9,-7.1,-3.1,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.875,1009,0,180.0,172.9,-7.1,-1.9,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.875,1009,0,180.0,172.9,-7.1,-1.2,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.89,1009,0,180.0,172.9,-7.1,-1.7,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.89,1009,0,180.0,173.0,-7.0,5.6,982,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.89,1009,0,180.0,172.9,-7.1,-2.3,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.906,1009,0,180.0,172.9,-7.1,-2.2,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.906,1009,0,180.0,173.0,-7.0,5.9,982,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.906,1009,0,180.0,173.0,-7.0,5.2,982,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.922,1009,0,180.0,172.9,-7.1,-3.1,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.922,1009,0,180.0,172.9,-7.1,-4.2,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.922,1009,0,180.0,172.9,-7.1,-3.8,994,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.922,1009,0,180.0,173.0,-7.0,3.3,982,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.937,1009,0,180.0,173.0,-7.0,3.0,982,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.937,1009,0,180.0,173.0,-7.0,1.8,982,930,1
tracking_tune_20260607_085635,tracking_0.5turn_pos,0.937,1009,0,180.0,172.9,-7.1,-5.1,994,930,1
