run_id,test_name,t_s,seq,dial_id,target_deg,angle_deg,error_deg,speed_deg_s,torque_ma,foc_rate_hz,status_bits
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.0,1009,0,180.0,-0.3,-180.3,-23.7,8000,945,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.0,1009,0,180.0,0.1,-179.9,11.1,8000,945,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.016,1009,0,180.0,1.7,-178.3,126.6,8000,945,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.016,1009,0,180.0,3.6,-176.4,232.3,8000,945,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.016,1009,0,180.0,6.2,-173.8,332.7,8000,945,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.032,1009,0,180.0,8.5,-171.5,396.7,8000,945,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.032,1009,0,180.0,11.3,-168.7,441.0,8000,945,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.032,1009,0,180.0,13.5,-166.5,466.2,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.047,1009,0,180.0,16.3,-163.7,482.5,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.047,1009,0,180.0,19.0,-161.0,485.3,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.047,1009,0,180.0,21.2,-158.8,486.5,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.063,1009,0,180.0,23.8,-156.2,481.8,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.063,1009,0,180.0,26.0,-154.0,483.0,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.063,1009,0,180.0,28.0,-152.0,471.7,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.078,1009,0,180.0,30.4,-149.6,452.0,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.078,1009,0,180.0,32.3,-147.7,442.6,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.078,1009,0,180.0,34.7,-145.3,442.1,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.094,1009,0,180.0,37.2,-142.8,449.4,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.094,1009,0,180.0,39.2,-140.8,453.9,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.094,1009,0,180.0,41.6,-138.4,446.9,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.11,1009,0,180.0,43.6,-136.4,448.0,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.11,1009,0,180.0,45.9,-134.1,432.9,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.11,1009,0,180.0,47.8,-132.2,431.6,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.125,1009,0,180.0,50.3,-129.7,437.9,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.125,1009,0,180.0,52.3,-127.7,442.1,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.125,1009,0,180.0,54.8,-125.2,441.5,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.125,1009,0,180.0,56.7,-123.3,435.5,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.141,1009,0,180.0,59.0,-121.0,427.2,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.141,1009,0,180.0,60.7,-119.3,420.3,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.141,1009,0,180.0,63.0,-117.0,422.1,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.157,1009,0,180.0,65.4,-114.6,429.6,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.157,1009,0,180.0,67.3,-112.7,432.2,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.157,1009,0,180.0,69.7,-110.3,431.7,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.172,1009,0,180.0,71.6,-108.4,431.0,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.172,1009,0,180.0,74.0,-106.0,430.1,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.172,1009,0,180.0,75.8,-104.2,423.5,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.188,1009,0,180.0,78.2,-101.8,426.6,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.188,1009,0,180.0,80.1,-99.9,419.9,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.188,1009,0,180.0,82.4,-97.6,424.0,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.203,1009,0,180.0,84.3,-95.7,419.2,8000,875,1
tracking_tune_20260607_073558,tracking_0.5turn_pos,0.203,1009,0,180.0,86.5,-93.5,416.3,8000,875,1
